SourceFile,AnnotationUsageRights,Author,Comments,Company,CreateDate,Creator,CreatorSubTool,CreatorTool,DerivedFromDocumentID,DerivedFromInstanceID,DerivedFromOriginalDocumentID,DerivedFromRenditionClass,Description,Directory,DocChangeCount,DocumentID,DocumentUsageRights,ExifToolVersion,FileAccessDate,FileInodeChangeDate,FileModifyDate,FileName,FilePermissions,FileSize,FileType,FileTypeExtension,FontComposite,FontFace,FontFamily,FontFileName,FontName,FontType,FontVersion,Format,FormUsageRights,HasVisibleOverprint,HasVisibleTransparency,HasXFA,HistoryAction,HistoryChanged,HistoryInstanceID,HistoryParameters,HistorySoftwareAgent,HistoryWhen,IngredientsDocumentID,IngredientsFilePath,IngredientsInstanceID,InstanceID,Keywords,Language,Linearized,ManifestLinkForm,ManifestPlacedResolutionUnit,ManifestPlacedXResolution,ManifestPlacedYResolution,ManifestReferenceDocumentID,ManifestReferenceFilePath,ManifestReferenceInstanceID,MaxPageSizeH,MaxPageSizeUnit,MaxPageSizeW,MetadataDate,MIMEType,ModifyDate,NPages,OriginalDocumentID,PageCount,PageImage,PageImageFormat,PageImageHeight,PageImagePageNumber,PageImageWidth,PageLayout,PDFVersion,PlateNames,Producer,RenditionClass,SignatureUsageRights,SigningAuthority,SigningDate,SourceModified,StartupProfile,State,Subject,SwatchColorantBlue,SwatchColorantGreen,SwatchColorantMode,SwatchColorantRed,SwatchColorantSwatchName,SwatchColorantTint,SwatchColorantType,SwatchGroupName,SwatchGroupType,TaggedPDF,ThumbnailFormat,ThumbnailHeight,ThumbnailImage,ThumbnailWidth,Title,Trapped,Version,XMPToolkit
AllYouNeedIsLove.pdf,,,,,2014:01:09 12:58:10-06:00,,,,,,,,,.,,uuid:8c458c05-c0b5-404a-ad1b-ce6ded22e19e,,10.80,2024:04:18 13:18:24-04:00,2024:04:18 13:18:25-04:00,2024:04:18 13:18:25-04:00,AllYouNeedIsLove.pdf,rw-r--r--,4.5 MB,PDF,pdf,,,,,,,,application/pdf,,,,,,,,,,,,,,uuid:1cb91dc9-bbe4-3e4d-9398-66dee613a58a,,,Yes,,,,,,,,,,,2014:01:09 12:58:10-06:00,application/pdf,2014:01:09 12:58:10-06:00,,,9,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,No,,,,,,,,"Adobe XMP Core 5.2-c001 63.139439, 2010/09/27-13:37:26        "
Annual%20GSP%20Letter%20of%20Acknowledgement.pdf,,Owner,,,2019:06:20 09:49:45-05:00,Owner,,Microsoft® Word 2013,,,,,,.,,uuid:6a5216c3-c064-473b-a603-951e9985d6eb,,10.80,2024:04:18 13:19:59-04:00,2024:04:18 13:19:59-04:00,2024:04:18 13:19:59-04:00,Annual%20GSP%20Letter%20of%20Acknowledgement.pdf,rw-r--r--,305 kB,PDF,pdf,,,,,,,,application/pdf,,,,No,,,,,,,,,,uuid:7ec92511-d839-4bd1-864e-181625c53c5c,,en-US,No,,,,,,,,,,,,application/pdf,2019:06:20 11:45:02-05:00,,,2,,,,,,,1.5,,Microsoft® Word 2013,,,,,,,,,,,,,,,,,,Yes,,,,,,,,XMP Core 5.5.0
APiratesLifeForHer.pdf,,,,,2014:01:20 12:50:45-06:00,,,,,,,,,.,,uuid:1db48f04-55f6-b345-a686-9267d5c2b663,,10.80,2024:04:18 13:18:48-04:00,2024:04:18 13:18:48-04:00,2024:04:18 13:18:48-04:00,APiratesLifeForHer.pdf,rw-r--r--,3.4 MB,PDF,pdf,,,,,,,,application/pdf,,,,,,,,,,,,,,uuid:d19a30b1-9e04-914a-a3c9-47ec4771a695,,,Yes,,,,,,,,,,,2014:01:20 12:50:45-06:00,application/pdf,2014:01:20 12:50:45-06:00,,,4,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,No,,,,,,,,"Adobe XMP Core 5.2-c001 63.139439, 2010/09/27-13:37:26        "
AVineTime.pdf,,,,,2014:02:07 11:08:51-06:00,,,,,,,,,.,,uuid:591f2d12-3a65-8e4d-93b4-8330eb23f5d5,,10.80,2024:04:18 13:18:35-04:00,2024:04:18 13:18:36-04:00,2024:04:18 13:18:36-04:00,AVineTime.pdf,rw-r--r--,4.4 MB,PDF,pdf,,,,,,,,application/pdf,,,,,,,,,,,,,,uuid:8f9a2c40-ba8b-6945-b93e-78879b8d90e9,,,No,,,,,,,,,,,2014:02:07 11:11:54-06:00,application/pdf,2014:02:07 11:11:54-06:00,,,7,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,No,,,,,,,,"Adobe XMP Core 5.2-c001 63.139439, 2010/09/27-13:37:26        "
BackToCool.pdf,,,,,2014:08:28 16:55:05-05:00,,,,,,,,,.,,uuid:7641b0a7-ec6a-a845-9a7b-d87b17d1d1f5,,10.80,2024:04:18 13:18:34-04:00,2024:04:18 13:18:34-04:00,2024:04:18 13:18:34-04:00,BackToCool.pdf,rw-r--r--,2.8 MB,PDF,pdf,,,,,,,,application/pdf,,,,,,,,,,,,,,uuid:7cc35f66-7aab-ae4c-ac8a-0558ee8b1138,,,Yes,,,,,,,,,,,2014:08:28 16:55:05-05:00,application/pdf,2014:08:28 16:55:05-05:00,,,8,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,No,,,,,,,,"Adobe XMP Core 5.4-c005 78.147326, 2012/08/23-13:03:03        "
CallingAllAlphabets.pdf,,,,,2014:02:03 17:37:30-06:00,Adobe InDesign CS6 (Macintosh),,Adobe InDesign CS6 (Macintosh),xmp.did:00C479B3272068118083AF4B4627265A,xmp.iid:454142CE2C2068118083AF4B4627265A,adobe:docid:indd:63f10e75-5521-11df-a00a-9b9688600051,default,,.,,xmp.id:464142CE2C2068118083AF4B4627265A,,10.80,2024:04:18 13:18:31-04:00,2024:04:18 13:18:31-04:00,2024:04:18 13:18:31-04:00,CallingAllAlphabets.pdf,rw-r--r--,2.8 MB,PDF,pdf,,,,,,,,application/pdf,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign CS6 (Macintosh),2014:02:03 17:37:30-06:00,,,,uuid:8af51fd6-22dd-4149-b09c-06cadb74b743,,,No,,,,,,,,,,,2014:02:03 17:43:57-06:00,application/pdf,2014:02:03 17:43:57-06:00,,adobe:docid:indd:63f10e75-5521-11df-a00a-9b9688600051,6,,,,,,,1.4,,Adobe PDF Library 10.0.1,proof:pdf,,,,,,,,,,,,,,,,,Yes,,,,,,False,,"Adobe XMP Core 5.2-c001 63.139439, 2010/09/27-13:37:26        "
campus-map_2018_ecommerce.pdf,,,,,2018:05:16 11:17:43-05:00,Adobe Illustrator CC 2017 (Windows),,Adobe Illustrator CC 2017 (Windows),xmp.did:39a20373-9ec1-a44e-b7ab-1ab8e485dc76,uuid:f8ee39e9-86d1-4b7a-8fac-87948261e369,uuid:65E6390686CF11DBA6E2D887CEACB407,proof:pdf,,.,,xmp.did:0804806f-44a8-cb4c-baf2-7999bed2c049,,10.80,2024:04:18 13:19:37-04:00,2024:04:18 13:19:37-04:00,2024:04:18 13:19:37-04:00,campus-map_2018_ecommerce.pdf,rw-r--r--,369 kB,PDF,pdf,"False, False, False","Narrow Bold, Bold, Black","Arial, Arial, Arial","ARIALNB.TTF, arialbd.ttf, ariblk.ttf","ArialNarrow-Bold, Arial-BoldMT, Arial-Black","Open Type, Open Type, Open Type","Version 2.40, Version 5.22, Version 5.06",application/pdf,,False,True,,"saved, saved","/, /","xmp.iid:39a20373-9ec1-a44e-b7ab-1ab8e485dc76, xmp.iid:0804806f-44a8-cb4c-baf2-7999bed2c049",,"Adobe Illustrator CC 2017 (Windows), Adobe Illustrator CC 2017 (Windows)","2018:05:03 08:56:59-05:00, 2018:05:16 11:17:43-05:00","xmp.did:60FBCC224F0311E8AA458AB565EFAAD6, xmp.did:910B81934E3C11E8B351EB1EEB27BD57","X:\Working 2018\Careers\Map Redesigns\campus-map_2.jpg, X:\Working 2018\Careers\Map Redesigns\-campus-map-screenshot-for-roads.jpg","xmp.iid:60FBCC214F0311E8AA458AB565EFAAD6, xmp.iid:910B81924E3C11E8B351EB1EEB27BD57",uuid:94c1238b-324f-4ee7-bc2b-62e262611819,,,Yes,"EmbedByReference, EmbedByReference",,,,"xmp.did:60FBCC224F0311E8AA458AB565EFAAD6, xmp.did:910B81934E3C11E8B351EB1EEB27BD57","X:\Working 2018\Careers\Map Redesigns\campus-map_2.jpg, X:\Working 2018\Careers\Map Redesigns\-campus-map-screenshot-for-roads.jpg","xmp.iid:60FBCC214F0311E8AA458AB565EFAAD6, xmp.iid:910B81924E3C11E8B351EB1EEB27BD57",19.760925,Inches,25.824747,2018:05:16 11:17:43-05:00,application/pdf,2018:05:16 11:17:43-05:00,1,uuid:65E6390686CF11DBA6E2D887CEACB407,1,,,,,,,1.5,"Cyan, Magenta, Yellow, Black",Adobe PDF library 15.00,proof:pdf,,,,,Web,,,"255, 0, 34, 0, 26, 51, 77, 102, 128, 153, 179, 204, 230, 242, 32, 135, 47, 21, 70, 130, 102, 255, 155, 135, 240, 100, 60, 95, 68, 95, 191, 210, 237","255, 0, 72, 0, 26, 51, 77, 102, 128, 153, 179, 204, 230, 242, 69, 48, 82, 51, 180, 75, 40, 155, 65, 80, 215, 170, 180, 220, 68, 95, 191, 200, 237","RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB","255, 0, 181, 0, 26, 51, 77, 102, 128, 153, 179, 204, 230, 242, 207, 0, 235, 181, 230, 15, 0, 0, 140, 210, 180, 60, 160, 240, 68, 95, 191, 200, 237","White, Black, R=207 G=69 B=32, R=0 G=0 B=0, R=26 G=26 B=26, R=51 G=51 B=51, R=77 G=77 B=77, R=102 G=102 B=102, R=128 G=128 B=128, R=153 G=153 B=153, R=179 G=179 B=179, R=204 G=204 B=204, R=230 G=230 B=230, R=242 G=242 B=242, HL Orange, HL Blue, Orange, Ribbon, Sun, Blue, Navy, Highlight, Violet, Plum, Sky, Spring, Leaf, Banana, Gray 1, Gray 2, Gray 3, Steel, Canvas",100.000000,"PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS","Default Swatch Group, Grays, Hobby Lobby Colors, Hobby Lobby Grays","0, 1, 1, 1",,JPEG,200,(Binary data 15214 bytes),256,Artboard 1,,,"Adobe XMP Core 5.6-c137 79.159768, 2016/08/11-13:24:42        "
campus-map_2020_hiring-centers-1.pdf,,,,,2020:08:28 15:20:41-05:00,Adobe Illustrator 24.2 (Windows),Adobe Illustrator,Adobe Illustrator 24.2 (Windows),xmp.did:0d36fe86-aed2-304b-9f2f-6a38776a7e51,xmp.iid:0d36fe86-aed2-304b-9f2f-6a38776a7e51,uuid:65E6390686CF11DBA6E2D887CEACB407,default,,.,,xmp.did:66ff83b0-d1c4-0a48-b7a3-724011b666d7,,10.80,2024:04:18 13:19:47-04:00,2024:04:18 13:19:47-04:00,2024:04:18 13:19:47-04:00,campus-map_2020_hiring-centers-1.pdf,rw-r--r--,119 kB,PDF,pdf,"False, False, False","Narrow Bold, Black, Bold","Arial, Arial, Arial","ARIALNB.TTF, ariblk.ttf, arialbd.ttf","ArialNarrow-Bold, Arial-Black, Arial-BoldMT","Open Type, Open Type, Open Type","Version 2.40, Version 5.23, Version 7.00",application/pdf,,False,True,,"saved, saved","/, /","xmp.iid:39a20373-9ec1-a44e-b7ab-1ab8e485dc76, xmp.iid:66ff83b0-d1c4-0a48-b7a3-724011b666d7",,"Adobe Illustrator CC 2017 (Windows), Adobe Illustrator 24.2 (Windows)","2018:05:03 08:56:59-05:00, 2020:08:28 15:20:26-05:00",,"X:\Working 2018\Careers\Map Redesigns\campus-map_2.jpg, X:\Working 2018\Careers\Map Redesigns\-campus-map-screenshot-for-roads.jpg",,uuid:1aaa3f46-eaf9-47f4-93cc-5dedde4c041d,,,No,"EmbedByReference, EmbedByReference",,,,,"X:\Working 2018\Careers\Map Redesigns\campus-map_2.jpg, X:\Working 2018\Careers\Map Redesigns\-campus-map-screenshot-for-roads.jpg",,19.760925,Inches,25.824747,2020:08:28 15:20:41-05:00,application/pdf,2020:08:28 15:20:41-05:00,1,uuid:65E6390686CF11DBA6E2D887CEACB407,1,,,,,,,1.6,"Cyan, Magenta, Yellow, Black",Adobe PDF library 15.00,proof:pdf,,,,,Web,,,"255, 0, 34, 0, 26, 51, 77, 102, 128, 153, 179, 204, 230, 242, 32, 135, 47, 21, 70, 130, 102, 255, 155, 135, 240, 100, 60, 95, 68, 95, 191, 210, 237","255, 0, 72, 0, 26, 51, 77, 102, 128, 153, 179, 204, 230, 242, 69, 48, 82, 51, 180, 75, 40, 155, 65, 80, 215, 170, 180, 220, 68, 95, 191, 200, 237","RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB","255, 0, 181, 0, 26, 51, 77, 102, 128, 153, 179, 204, 230, 242, 207, 0, 235, 181, 230, 15, 0, 0, 140, 210, 180, 60, 160, 240, 68, 95, 191, 200, 237","White, Black, R=207 G=69 B=32, R=0 G=0 B=0, R=26 G=26 B=26, R=51 G=51 B=51, R=77 G=77 B=77, R=102 G=102 B=102, R=128 G=128 B=128, R=153 G=153 B=153, R=179 G=179 B=179, R=204 G=204 B=204, R=230 G=230 B=230, R=242 G=242 B=242, HL Orange, HL Blue, Orange, Ribbon, Sun, Blue, Navy, Highlight, Violet, Plum, Sky, Spring, Leaf, Banana, Gray 1, Gray 2, Gray 3, Steel, Canvas",100.000000,"PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS","Default Swatch Group, Grays, Hobby Lobby Colors, Hobby Lobby Grays","0, 1, 1, 1",,JPEG,200,(Binary data 15235 bytes),256,campus-map_2020_hiring-centers,,,"Adobe XMP Core 6.0-c002 79.164460, 2020/05/12-16:04:17        "
Certificate%20of%20Insurance%20Vendor%20letter%205%2016.pdf,,Chelsey Evans,,,2016:06:17 12:01:59-05:00,Microsoft® Word 2013,,,,,,,,.,,,,10.80,2024:04:18 13:20:07-04:00,2024:04:18 13:20:07-04:00,2024:04:18 13:20:07-04:00,Certificate%20of%20Insurance%20Vendor%20letter%205%2016.pdf,rw-r--r--,143 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,en-US,No,,,,,,,,,,,,application/pdf,2016:06:17 12:01:59-05:00,,,1,,,,,,,1.5,,Microsoft® Word 2013,,,,,,,,,,,,,,,,,,Yes,,,,,,,,
CORD.pdf,"Create, Delete, Modify, Copy, Import, Export",USAEC&FLW,,"Evans and Wood & Co., Inc.",2015:02:19 10:50:19-06:00,USAEC&FLW,,Acrobat PDFMaker 11 for Word,,,,,,.,,uuid:f97c0cf5-aaf4-4ff5-8e41-025d30162383,FullSave,10.80,2024:04:18 13:18:53-04:00,2024:04:18 13:18:53-04:00,2024:04:18 13:18:53-04:00,CORD.pdf,rw-r--r--,61 kB,PDF,pdf,,,,,,,,application/pdf,"Add, FillIn, Delete, SubmitStandalone",,,No,,,,,,,,,,uuid:a85f702a-d3ba-484a-80a1-d32aa6caf4d3,,EN-US,Yes,,,,,,,,,,,2015:05:29 10:15:51-05:00,application/pdf,2015:05:29 10:15:51-05:00,,,1,,,,,,OneColumn,1.6,,Adobe PDF Library 11.0,,Modify,ARE Acrobat Product v8.0 P23 0002337,2015:05:29 10:15:51-05:00,D:20150219165008,,1,,,,,,,,,,,Yes,,,,,TEXTILE DETAIL SHEET,,1.1,"Adobe XMP Core 5.4-c005 78.147326, 2012/08/23-13:03:03        "
CorsageOfCourse.pdf,,,,,2014:02:25 16:24:49-06:00,Adobe InDesign CS6 (Macintosh),,Adobe InDesign CS6 (Macintosh),xmp.did:78103B8C34206811822AFAD1A065EC2F,xmp.iid:27B8A93A2D2068118083AD0EC21DC42E,xmp.did:0180117407206811AFFD930A2D8BBF58,default,,.,,xmp.id:BD7E4BDC40206811822A82C0A95D1A26,,10.80,2024:04:18 13:18:46-04:00,2024:04:18 13:18:46-04:00,2024:04:18 13:18:46-04:00,CorsageOfCourse.pdf,rw-r--r--,1372 kB,PDF,pdf,,,,,,,,application/pdf,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign CS6 (Macintosh),2014:02:25 16:24:50-06:00,,,,uuid:272d1a3e-f33f-e64d-ac8e-57893e76e2e0,,,Yes,,,,,,,,,,,2014:02:25 16:25:06-06:00,application/pdf,2014:02:25 16:25:06-06:00,,xmp.did:0180117407206811AFFD930A2D8BBF58,3,,,,,,,1.5,,Adobe PDF Library 10.0.1,proof:pdf,,,,,,,,,,,,,,,,,Yes,,,,,,False,,"Adobe XMP Core 5.3-c011 66.145661, 2012/02/06-14:56:27        "
Cotton%20Supply%20Chain%20Verification%20Form.pdf,,Mandy N. Keef,,,2021:04:09 11:08:18-05:00,Mandy N. Keef,,Microsoft® Word 2019,,,,,,.,,uuid:1780DB4D-5E14-4ACF-87E3-335810111C56,,10.80,2024:04:18 13:19:59-04:00,2024:04:18 13:19:59-04:00,2024:04:18 13:19:59-04:00,Cotton%20Supply%20Chain%20Verification%20Form.pdf,rw-r--r--,39 kB,PDF,pdf,,,,,,,,,,,,No,,,,,,,,,,uuid:1780DB4D-5E14-4ACF-87E3-335810111C56,,en-US,No,,,,,,,,,,,,application/pdf,2021:04:09 11:45:36-05:00,,,3,,,,,,,1.7,,Microsoft® Word 2019,,,,,,,,,,,,,,,,,,Yes,,,,,,,,XMP Core 5.5.0
CTPAT%207%20Point%20Inspection-Fillable.pdf,,,,,2020:03:03 14:21:23-06:00,Microsoft® Word 2013,,Microsoft® Word 2013,,,,,,.,,uuid:40d7a05f-b2d7-4f64-8804-9b21fded894b,,10.80,2024:04:18 13:19:58-04:00,2024:04:18 13:19:58-04:00,2024:04:18 13:19:58-04:00,CTPAT%207%20Point%20Inspection-Fillable.pdf,rw-r--r--,582 kB,PDF,pdf,,,,,,,,application/pdf,,,,No,,,,,,,,,,uuid:a21c88e1-4363-4cff-bfd0-a239a44bb200,,en-US,No,,,,,,,,,,,2020:03:10 13:42:45-05:00,application/pdf,2020:03:10 13:42:45-05:00,,,1,,,,,,,1.6,,Microsoft® Word 2013,,,,,,,1,,,,,,,,,,,Yes,,,,,,,1.1,"Adobe XMP Core 5.6-c016 91.163616, 2018/10/29-16:58:49        "
Domestic%20Barcoding%20Instructions%20-%20October%202023.pdf,,Andrew M. Fenrick,,,2023:10:04 08:27:12-05:00,Andrew M. Fenrick,,Microsoft® Word 2019,,,,,,.,,uuid:5EEA079E-9141-4172-A040-2141CA974C72,,10.80,2024:04:18 13:20:02-04:00,2024:04:18 13:20:02-04:00,2024:04:18 13:20:02-04:00,Domestic%20Barcoding%20Instructions%20-%20October%202023.pdf,rw-r--r--,141 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,uuid:5EEA079E-9141-4172-A040-2141CA974C72,,en-US,No,,,,,,,,,,,,application/pdf,2023:10:04 08:27:12-05:00,,,3,,,,,,,1.7,,Microsoft® Word 2019,,,,,,,,,,,,,,,,,,Yes,,,,,,,,3.1-701
DP%20Payment%20Instructions_November%202020.pdf,,Mandy N. Keef,,,2020:11:02 10:01:26-06:00,Microsoft® Word 2013,,,,,,,,.,,,,10.80,2024:04:18 13:19:55-04:00,2024:04:18 13:19:56-04:00,2024:04:18 13:19:56-04:00,DP%20Payment%20Instructions_November%202020.pdf,rw-r--r--,143 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,en-US,No,,,,,,,,,,,,application/pdf,2020:11:02 10:01:26-06:00,,,1,,,,,,,1.5,,Microsoft® Word 2013,,,,,,,,,,,,,,,,,,Yes,,,,,,,,
FABRIC%2054.pdf,"Create, Delete, Modify, Copy, Import, Export",Floy Evans,,"Evans and Wood & Co., Inc.",2014:11:06 10:49:47-06:00,Floy Evans,,Acrobat PDFMaker 11 for Word,,,,,,.,,uuid:266db108-0bd1-4918-b61a-d8ff043aa1a1,FullSave,10.80,2024:04:18 13:19:38-04:00,2024:04:18 13:19:38-04:00,2024:04:18 13:19:38-04:00,FABRIC%2054.pdf,rw-r--r--,170 kB,PDF,pdf,,,,,,,,application/pdf,"Add, FillIn, Delete, SubmitStandalone",,,No,,,,,,,,,,uuid:d20dbc9c-ecda-48d7-98f4-7a747e299b76,,EN-US,Yes,,,,,,,,,,,2015:10:20 13:46:21-05:00,application/pdf,2015:10:20 13:46:21-05:00,,,2,,,,,,OneColumn,1.6,,Adobe PDF Library 11.0,,Modify,ARE Acrobat Product v8.0 P23 0002337,2015:10:20 13:46:21-05:00,D:20141106164932,,1,,,,,,,,,,,Yes,,,,,TEXTILE DETAIL SHEET,,1.1,"Adobe XMP Core 5.4-c005 78.147326, 2012/08/23-13:03:03        "
FABRIC%2055.pdf,"Create, Delete, Modify, Copy, Import, Export",Floy Evans,,"Evans and Wood & Co., Inc.",2014:11:06 10:50:13-06:00,Floy Evans,,Acrobat PDFMaker 11 for Word,,,,,,.,,uuid:0cfedd14-41b0-4592-93f5-e1b612e83c1f,FullSave,10.80,2024:04:18 13:19:39-04:00,2024:04:18 13:19:39-04:00,2024:04:18 13:19:39-04:00,FABRIC%2055.pdf,rw-r--r--,150 kB,PDF,pdf,,,,,,,,application/pdf,"Add, FillIn, Delete, SubmitStandalone",,,No,,,,,,,,,,uuid:1519f452-0015-4085-92a0-46d6c6c5ee62,,EN-US,Yes,,,,,,,,,,,2015:06:02 15:02:55-05:00,application/pdf,2015:06:02 15:02:55-05:00,,,1,,,,,,OneColumn,1.6,,Adobe PDF Library 11.0,,Modify,ARE Acrobat Product v8.0 P23 0002337,2015:06:02 15:02:55-05:00,D:20141106165006,,1,,,,,,,,,,,Yes,,,,,TEXTILE DETAIL SHEET,,1.1,"Adobe XMP Core 5.4-c005 78.147326, 2012/08/23-13:03:03        "
FABRIC%2058.pdf,"Create, Delete, Modify, Copy, Import, Export",Floy Evans,,"Evans and Wood & Co., Inc.",2014:11:06 10:51:31-06:00,Floy Evans,,Acrobat PDFMaker 11 for Word,,,,,,.,,uuid:ecbc8fea-58f6-458d-84d0-03f864724be8,FullSave,10.80,2024:04:18 13:19:39-04:00,2024:04:18 13:19:40-04:00,2024:04:18 13:19:40-04:00,FABRIC%2058.pdf,rw-r--r--,140 kB,PDF,pdf,,,,,,,,application/pdf,"Add, FillIn, Delete, SubmitStandalone",,,No,,,,,,,,,,uuid:9e7d0080-7c6a-4224-8bb3-ae7aebe17fe0,,EN-US,Yes,,,,,,,,,,,2015:09:09 14:03:55-05:00,application/pdf,2015:09:09 14:03:55-05:00,,,1,,,,,,OneColumn,1.6,,Adobe PDF Library 11.0,,Modify,ARE Acrobat Product v8.0 P23 0002337,2015:09:09 14:03:55-05:00,D:20141106165124,,1,,,,,,,,,,,Yes,,,,,TEXTILE DETAIL SHEET,,1.1,"Adobe XMP Core 5.4-c005 78.147326, 2012/08/23-13:03:03        "
FABRIC%2059.pdf,"Create, Delete, Modify, Copy, Import, Export",Windows User,,"Hobby Lobby Stores, Inc.",2014:11:06 10:52:15-06:00,Windows User,,Acrobat PDFMaker 11 for Word,,,,,,.,,uuid:03fa55e4-b540-405c-aaea-b3853e888ca2,FullSave,10.80,2024:04:18 13:19:42-04:00,2024:04:18 13:19:42-04:00,2024:04:18 13:19:42-04:00,FABRIC%2059.pdf,rw-r--r--,119 kB,PDF,pdf,,,,,,,,application/pdf,"Add, FillIn, Delete, SubmitStandalone",,,No,,,,,,,,,,uuid:ff359ce2-af77-436a-9fca-444793ff31e0,,EN-US,Yes,,,,,,,,,,,2015:02:27 14:43:14-06:00,application/pdf,2015:02:27 14:43:14-06:00,,,1,,,,,,OneColumn,1.6,,Adobe PDF Library 11.0,,Modify,ARE Acrobat Product v8.0 P23 0002337,2015:02:27 14:43:14-06:00,D:20141106165208,,1,5,,,,,,,,,,Yes,,,,,,,1.1,"Adobe XMP Core 5.4-c005 78.147326, 2012/08/23-13:03:03        "
FABRIC%2060.pdf,"Create, Delete, Modify, Copy, Import, Export",Floy Evans,,"Evans and Wood & Co., Inc.",2014:11:06 10:51:50-06:00,Floy Evans,,Acrobat PDFMaker 11 for Word,,,,,,.,,uuid:fd1ee79d-5096-4028-a43f-26a1da10ac12,FullSave,10.80,2024:04:18 13:19:41-04:00,2024:04:18 13:19:41-04:00,2024:04:18 13:19:41-04:00,FABRIC%2060.pdf,rw-r--r--,144 kB,PDF,pdf,,,,,,,,application/pdf,"Add, FillIn, Delete, SubmitStandalone",,,No,,,,,,,,,,uuid:78968caf-3cd3-45f4-9b8a-07a4caa1af14,,EN-US,Yes,,,,,,,,,,,2015:05:29 10:03:51-05:00,application/pdf,2015:05:29 10:03:51-05:00,,,1,,,,,,OneColumn,1.6,,Adobe PDF Library 11.0,,Modify,ARE Acrobat Product v8.0 P23 0002337,2015:05:29 10:03:51-05:00,D:20141106165146,,1,,,,,,,,,,,Yes,,,,,TEXTILE DETAIL SHEET,,1.1,"Adobe XMP Core 5.4-c005 78.147326, 2012/08/23-13:03:03        "
FaithHopePeaceLove.pdf,,,,,2014:01:27 15:05:23-06:00,,,,,,,,,.,,uuid:e698ec81-811e-b343-bddb-d49a81e1b536,,10.80,2024:04:18 13:18:48-04:00,2024:04:18 13:18:48-04:00,2024:04:18 13:18:48-04:00,FaithHopePeaceLove.pdf,rw-r--r--,1355 kB,PDF,pdf,,,,,,,,application/pdf,,,,,,,,,,,,,,uuid:1345b629-ec71-2449-9bec-ff2cab6fc6f3,,,Yes,,,,,,,,,,,2014:01:27 15:05:23-06:00,application/pdf,2014:01:27 15:05:23-06:00,,,2,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adobe XMP Core 5.2-c001 63.139439, 2010/09/27-13:37:26        "
FEATHER.pdf,,,,,2017:12:13 13:32:33-06:00,Xerox WorkCentre 7970,,,,,,,,.,,,,10.80,2024:04:18 13:18:40-04:00,2024:04:18 13:18:40-04:00,2024:04:18 13:18:40-04:00,FEATHER.pdf,rw-r--r--,122 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,application/pdf,,,,3,,,,,,,1.4,,Xerox WorkCentre 7970,,,,,,,,,,,,,,,,,,,,,,,,,,
