SourceFile,AIBuildNumber,AIColorModel,AIColorUsage,AICreatorVersion,AINumLayers,AIRulerUnits,AITargetResolution,AppleKeywords,AToB0,AToB1,AToB2,Author,BlueMatrixColumn,BlueTRC,BoundingBox,BToA0,BToA1,BToA2,ChromaticityChannel1,ChromaticityChannel2,ChromaticityChannel3,ChromaticityChannels,ChromaticityColorant,CMMFlags,ColorSpaceData,Comments,Company,ConnectionSpaceIlluminant,ContainerVersion,CreateDate,Creator,CreatorContactInfo,CreatorSubTool,CreatorTool,CreatorVersion,Date,DerivedFromDocumentID,DerivedFromInstanceID,DerivedFromOriginalDocumentID,DerivedFromRenditionClass,Description,DeviceAttributes,DeviceManufacturer,DeviceMfgDesc,DeviceModel,DeviceModelDesc,Directory,DocumentID,Error,ExifToolVersion,Extracted,FileAccessDate,FileInodeChangeDate,FileModifyDate,FileName,FilePermissions,FileSize,FileType,FileTypeExtension,FontComposite,FontFace,FontFamily,FontFileName,FontName,FontType,FontVersion,For,Format,Gamut,GreenMatrixColumn,GreenTRC,GTS_PDFXConformance,GTS_PDFXVersion,HasVisibleOverprint,HasVisibleTransparency,HasXFA,HistoryAction,HistoryChanged,HistoryInstanceID,HistoryParameters,HistorySoftwareAgent,HistoryWhen,IngredientsDocumentID,IngredientsFilePath,IngredientsInstanceID,InstanceID,Keywords,Language,Linearized,LineCount,Luminance,ManifestLinkForm,ManifestReferenceDocumentID,ManifestReferenceFilePath,ManifestReferenceInstanceID,MaxPageSizeH,MaxPageSizeUnit,MaxPageSizeW,MeasurementBacking,MeasurementFlare,MeasurementGeometry,MeasurementIlluminant,MeasurementObserver,MediaBlackPoint,MediaWhitePoint,MetadataDate,MIMEEncoding,MIMEType,Modified,ModifyDate,Newlines,NPages,NumPages,OriginalDocumentID,PageCount,PageLayout,PageMode,Part,PDFVersion,Physicalheightininches,Physicalwidthininches,PlateNames,PrimaryPlatform,Producer,ProfileClass,ProfileCMMType,ProfileConnectionSpace,ProfileCopyright,ProfileCreator,ProfileDateTime,ProfileDescription,ProfileFileSignature,ProfileID,ProfileVersion,RedMatrixColumn,RedTRC,RenderingIntent,RenditionClass,Robots,Sha1,Size,SlugChecksum,SlugFamily,SlugFontKind,SlugFontSense_12_Checksum,SlugFoundry,SlugKerningChecksum,SlugOutlineFileSize,SlugPostScriptName,SlugVersion,SourceModified,StartupProfile,Subject,SwatchColorantBlack,SwatchColorantBlue,SwatchColorantCyan,SwatchColorantGreen,SwatchColorantMagenta,SwatchColorantMode,SwatchColorantRed,SwatchColorantSwatchName,SwatchColorantTint,SwatchColorantType,SwatchColorantYellow,SwatchGroupName,SwatchGroupType,TaggedPDF,Technology,ThumbnailFormat,ThumbnailHeight,ThumbnailImage,ThumbnailWidth,Title,Trapped,TwitterCard,TwitterDescription,TwitterImage,TwitterTitle,VersionID,ViewingCondDesc,ViewingCondIlluminant,ViewingCondIlluminantType,ViewingCondSurround,Viewport,Warning,WordCount,XMPToolkit,YandexVerification
aps_casestudy_pmc_PT_090221.pdf,,,,,,,,,"(Binary data 41478 bytes, use -b option to extract)","(Binary data 41478 bytes, use -b option to extract)","(Binary data 41478 bytes, use -b option to extract)",,,,,"(Binary data 145588 bytes, use -b option to extract)","(Binary data 145588 bytes, use -b option to extract)","(Binary data 145588 bytes, use -b option to extract)",,,,,,"Not Embedded, Independent",CMYK,,,0.9642 1 0.82491,,2021:09:02 08:37:18-05:00,Adobe InDesign 16.4 (Macintosh),,,Adobe InDesign 16.4 (Macintosh),,,xmp.did:256b0b15-67b2-45aa-baa1-26d821e3cc23,xmp.iid:fdd9803a-60ea-407f-bb0d-21817708da40,xmp.did:e69f64a4-f21b-41b0-bcd3-3ff61c92915e,default,,"Reflective, Glossy, Positive, Color",Adobe Systems Inc.,,,,.,xmp.id:68a13063-fdbe-4289-bdc3-783d611f8b89,,12.57,,2024:04:17 20:44:29-04:00,2024:04:17 20:44:30-04:00,2024:04:17 20:44:30-04:00,aps_casestudy_pmc_PT_090221.pdf,-rw-r--r--,532 kB,PDF,pdf,,,,,,,,,application/pdf,"(Binary data 37009 bytes, use -b option to extract)",,,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign 16.4 (Macintosh),2021:09:02 08:37:18-05:00,,,,uuid:e6f3ead4-5745-564e-bf20-5ce351716761,,en-US,Yes,,,,,,,,,,,,,,,,0.7084 0.73595 0.57104,2021:09:02 08:37:18-05:00,,application/pdf,,2021:09:02 08:37:18-05:00,,,,xmp.did:e69f64a4-f21b-41b0-bcd3-3ff61c92915e,1,,,,1.4,,,,Apple Computer Inc.,Adobe PDF Library 16.0,Output Device Profile,Adobe Systems Inc.,"Lab ","Copyright 2000 Adobe Systems, Inc.",Adobe Systems Inc.,2000:07:26 05:41:53,U.S. Web Coated (SWOP) v2,acsp,0,2.1.0,,,Perceptual,proof:pdf,,,,1851114767,Amazon Ember,OpenType - TT,1851114767,--,,0,AmazonEmber-Regular,0.002,,,,,,,,,,,,,,,,,Yes,,,,,,,False,,,,,,,,,,,,,"Adobe XMP Core 6.0-c006 120.7d0d897, 2021/06/30-14:05:38        ",
aps_case_study_uproxx_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018:08:01 14:12:08-07:00,Adobe InDesign CC 13.1 (Macintosh),,,Adobe InDesign CC 13.1 (Macintosh),,,xmp.did:0aed2d13-f62a-4e54-9484-7d0f7cf8a53c,xmp.iid:cf7289fb-ce61-4703-a00c-5ba60f83db52,xmp.did:e69f64a4-f21b-41b0-bcd3-3ff61c92915e,default,,,,,,,.,xmp.id:384e2c59-b810-4827-be5a-11b53a747f53,,12.57,,2024:04:17 20:44:34-04:00,2024:04:17 20:44:34-04:00,2024:04:17 20:44:34-04:00,aps_case_study_uproxx_2019.pdf,-rw-r--r--,165 kB,PDF,pdf,,,,,,,,,application/pdf,,,,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign CC 13.1 (Macintosh),2018:08:01 14:12:08-07:00,,,,uuid:792f807d-8ce6-1442-b4f3-aef060da229c,,en-US,Yes,,,,,,,,,,,,,,,,,2018:08:01 14:12:09-07:00,,application/pdf,,2018:08:01 14:12:09-07:00,,,,xmp.did:e69f64a4-f21b-41b0-bcd3-3ff61c92915e,1,,,,1.4,,,,,Adobe PDF Library 15.0,,,,,,,,,,,,,,proof:pdf,,,,1851114767,Amazon Ember,OpenType - TT,1851114767,--,,0,AmazonEmber-Regular,0.002,,,,,,,,,,,,,,,,,Yes,,,,,,,False,,,,,,,,,,,,,"Adobe XMP Core 5.6-c143 79.161424, 2017/09/22-11:52:47        ",
aps_casestudy_xcel_2022.pdf,,,,,,,,,"(Binary data 41478 bytes, use -b option to extract)","(Binary data 41478 bytes, use -b option to extract)","(Binary data 41478 bytes, use -b option to extract)",,,,,"(Binary data 145588 bytes, use -b option to extract)","(Binary data 145588 bytes, use -b option to extract)","(Binary data 145588 bytes, use -b option to extract)",,,,,,"Not Embedded, Independent",CMYK,,,0.9642 1 0.82491,,2021:11:29 17:21:14-08:00,Adobe InDesign 17.0 (Macintosh),,,Adobe InDesign 17.0 (Macintosh),,,xmp.did:01219e0a-25a6-430c-a2d0-18a165e9275f,xmp.iid:3ba9d847-dcee-46ed-a74e-28aa38427f45,xmp.did:e69f64a4-f21b-41b0-bcd3-3ff61c92915e,default,,"Reflective, Glossy, Positive, Color",Adobe Systems Inc.,,,,.,xmp.id:06dcd905-dc48-4737-8195-070cecaaf16c,,12.57,,2024:04:17 20:44:35-04:00,2024:04:17 20:44:36-04:00,2024:04:17 20:44:36-04:00,aps_casestudy_xcel_2022.pdf,-rw-r--r--,536 kB,PDF,pdf,,,,,,,,,application/pdf,"(Binary data 37009 bytes, use -b option to extract)",,,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign 17.0 (Macintosh),2021:11:29 17:21:14-08:00,,,,uuid:6ba4d0b1-669c-dc41-98b7-1b36a7585f75,,en-US,Yes,,,,,,,,,,,,,,,,0.7084 0.73595 0.57104,2021:11:29 17:21:14-08:00,,application/pdf,,2021:11:29 17:21:14-08:00,,,,xmp.did:e69f64a4-f21b-41b0-bcd3-3ff61c92915e,1,,,,1.4,,,,Apple Computer Inc.,Adobe PDF Library 16.0.3,Output Device Profile,Adobe Systems Inc.,"Lab ","Copyright 2000 Adobe Systems, Inc.",Adobe Systems Inc.,2000:07:26 05:41:53,U.S. Web Coated (SWOP) v2,acsp,0,2.1.0,,,Perceptual,proof:pdf,,,,118783662,Amazon Ember,OpenType - TT,118783662,--,,0,AmazonEmber-Light,0.002,,,,,,,,,,,,,,,,,Yes,,,,,,,False,,,,,,,,,,,,,"Adobe XMP Core 7.1-c000 79.a8731b9, 2021/09/09-00:37:38        ",
aps_overview_092022-FINAL.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022:09:20 13:38:24-07:00,Adobe InDesign 17.4 (Macintosh),,,Adobe InDesign 17.4 (Macintosh),,,xmp.did:da1c3d43-ce15-4027-a3f5-1e4687963fe7,xmp.iid:da1c3d43-ce15-4027-a3f5-1e4687963fe7,xmp.did:e69f64a4-f21b-41b0-bcd3-3ff61c92915e,default,,,,,,,.,xmp.id:7da5720a-506d-4163-a914-2bc75a25034c,,12.57,,2024:04:17 20:44:46-04:00,2024:04:17 20:44:46-04:00,2024:04:17 20:44:46-04:00,aps_overview_092022-FINAL.pdf,-rw-r--r--,500 kB,PDF,pdf,,,,,,,,,application/pdf,,,,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign 17.4 (Macintosh),2022:09:20 13:38:24-07:00,,,,uuid:44595b1e-aaa2-c048-b69c-47d0cbeb5f63,,en-US,Yes,,,,,,,,,,,,,,,,,2022:09:20 13:38:25-07:00,,application/pdf,,2022:09:20 13:38:25-07:00,,,,xmp.did:e69f64a4-f21b-41b0-bcd3-3ff61c92915e,1,,,,1.4,,,,,Adobe PDF Library 16.0.7,,,,,,,,,,,,,,proof:pdf,,,,2659695173,Amazon Ember,OpenType - TT,2659695173,--,,0,AmazonEmber-Bold,0.002,,,,,,,,,,,,,,,,,Yes,,,,,,,False,,,,,,,,,,,,,"Adobe XMP Core 7.2-c000 79.1b65a79, 2022/06/13-17:46:14        ",
aps_tam_update_011123-FINAL.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023:01:11 09:16:01-08:00,Adobe InDesign 18.1 (Macintosh),,,Adobe InDesign 18.1 (Macintosh),,,xmp.did:48f68729-99e9-4226-a29a-a5bd730cfb75,xmp.iid:6a0cb609-e1c6-4ad9-a203-d145e686c2d0,xmp.did:e69f64a4-f21b-41b0-bcd3-3ff61c92915e,default,,,,,,,.,xmp.id:2db35685-b31c-46d0-a1ec-e984ac284b7f,,12.57,,2024:04:17 20:44:41-04:00,2024:04:17 20:44:41-04:00,2024:04:17 20:44:41-04:00,aps_tam_update_011123-FINAL.pdf,-rw-r--r--,471 kB,PDF,pdf,,,,,,,,,application/pdf,,,,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign 18.1 (Macintosh),2023:01:11 09:16:01-08:00,,,,uuid:a1b2472d-8e6d-8d42-939f-bafb7bf514a1,,en-US,Yes,,,,,,,,,,,,,,,,,2023:01:11 09:16:03-08:00,,application/pdf,,2023:01:11 09:16:03-08:00,,,,xmp.did:e69f64a4-f21b-41b0-bcd3-3ff61c92915e,2,,,,1.4,,,,,Adobe PDF Library 17.0,,,,,,,,,,,,,,proof:pdf,,,,1851114767,Amazon Ember,OpenType - TT,1851114767,--,,0,AmazonEmber-Regular,0.002,,,,,,,,,,,,,,,,,Yes,,,,,,,False,,,,,,,,,,,,,"Adobe XMP Core 9.0-c000 79.cca54b0, 2022/11/26-09:29:55        ",
artifact-api.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,12.57,,2024:04:17 20:43:39-04:00,2024:04:17 20:43:39-04:00,2024:04:17 20:43:39-04:00,artifact-api.pdf,-rw-r--r--,262 bytes,HTML,html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302 Found,,,,,,,,,,,,,,,
as-api.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,12.57,,2024:04:17 20:43:45-04:00,2024:04:17 20:43:45-04:00,2024:04:17 20:43:45-04:00,as-api.pdf,-rw-r--r--,256 bytes,HTML,html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302 Found,,,,,,,,,,,,,,,
as-plans-api.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,12.57,,2024:04:17 20:43:54-04:00,2024:04:17 20:43:54-04:00,2024:04:17 20:43:54-04:00,as-plans-api.pdf,-rw-r--r--,264 bytes,HTML,html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302 Found,,,,,,,,,,,,,,,
athena-api.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,12.57,,2024:04:17 20:43:26-04:00,2024:04:17 20:43:26-04:00,2024:04:17 20:43:26-04:00,athena-api.pdf,-rw-r--r--,258 bytes,HTML,html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302 Found,,,,,,,,,,,,,,,
awscloudtrail-api.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,12.57,,2024:04:17 20:43:04-04:00,2024:04:17 20:43:04-04:00,2024:04:17 20:43:04-04:00,awscloudtrail-api.pdf,-rw-r--r--,272 bytes,HTML,html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302 Found,,,,,,,,,,,,,,,
awscloudtraildata-api.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,12.57,,2024:04:17 20:43:27-04:00,2024:04:17 20:43:27-04:00,2024:04:17 20:43:27-04:00,awscloudtraildata-api.pdf,-rw-r--r--,280 bytes,HTML,html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302 Found,,,,,,,,,,,,,,,
AWSCodeStar-api.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,12.57,,2024:04:17 20:43:02-04:00,2024:04:17 20:43:02-04:00,2024:04:17 20:43:02-04:00,AWSCodeStar-api.pdf,-rw-r--r--,265 bytes,HTML,html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302 Found,,,,,,,,,,,,,,,
awseb-api.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,12.57,,2024:04:17 20:43:05-04:00,2024:04:17 20:43:05-04:00,2024:04:17 20:43:05-04:00,awseb-api.pdf,-rw-r--r--,258 bytes,HTML,html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302 Found,,,,,,,,,,,,,,,
AWS_Elemental_Data_Sheet_Conductor.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019:04:30 14:14:30-07:00,Adobe InDesign 14.0 (Macintosh),,,Adobe InDesign 14.0 (Macintosh),,,xmp.did:9ef293de-6b70-49b3-b6bc-2e374b730008,xmp.iid:4f49ffc5-4971-4293-8f04-f57eaad182c8,xmp.did:F87F11740720681188C6FDFBDBE184BE,default,,,,,,,.,xmp.id:d985e73a-8eac-4de1-9c9c-f4b63670e7d0,,12.57,,2024:04:17 20:43:23-04:00,2024:04:17 20:43:24-04:00,2024:04:17 20:43:24-04:00,AWS_Elemental_Data_Sheet_Conductor.pdf,-rw-r--r--,330 kB,PDF,pdf,,,,,,,,,application/pdf,,,,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign CC 14.0 (Macintosh),2019:04:30 14:14:30-07:00,,,,uuid:495e6ca0-fec4-45a7-9924-d7cd4c3a1bdb,,en-US,No,,,,,,,,,,,,,,,,,2020:12:29 12:40:33-08:00,,application/pdf,,2020:12:29 12:40:33-08:00,,,,xmp.did:F87F11740720681188C6FDFBDBE184BE,3,,,,1.6,,,,,Adobe PDF Library 15.0,,,,,,,,,,,,,,proof:pdf,,,,3642182037,Trade Gothic LT Std,OpenType - PS,3642182037,Adobe Systems,0,0,TradeGothicLTStd-Cn18,1.029,,,,,,,,,,,,,,,,,Yes,,,,,,,False,,,,,,,,,,,,,"Adobe XMP Core 5.6-c017 91.164464, 2020/06/15-10:20:05        ",
AWS_Elemental_Data_Sheet_Delta.pdf,,,,,,,,,,,,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,"Not Embedded, Independent","RGB ",,,0.9642 1 0.82491,,2017:05:08 12:00:31-07:00,Adobe InDesign CC 2017 (Macintosh),,,Adobe InDesign CC 2017 (Macintosh),,,xmp.did:5b13b04b-0bbf-429b-935d-8d129a11aec0,xmp.iid:da15746b-8f56-442c-a915-8d1cda8f844a,xmp.did:F87F11740720681188C6FDFBDBE184BE,default,,"Reflective, Glossy, Positive, Color",Hewlett-Packard,IEC http://www.iec.ch,sRGB,IEC 61966-2.1 Default RGB colour space - sRGB,.,xmp.id:e178e3e5-662a-44a0-b8fe-fb30fd72f476,,12.57,,2024:04:17 20:43:22-04:00,2024:04:17 20:43:22-04:00,2024:04:17 20:43:22-04:00,AWS_Elemental_Data_Sheet_Delta.pdf,-rw-r--r--,198 kB,PDF,pdf,,,,,,,,,application/pdf,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign CC 2017 (Macintosh),2017:05:08 12:00:31-07:00,,,,uuid:6c18a71b-6c50-064d-a609-8192e1d8cc6c,,en-US,Yes,,76.03647 80 87.12462,,,,,,,,0 0 0,0.999%,Unknown,D65,CIE 1931,0 0 0,0.95045 1 1.08905,2017:05:08 12:00:31-07:00,,application/pdf,,2017:05:08 12:00:31-07:00,,,,xmp.did:F87F11740720681188C6FDFBDBE184BE,2,,,,1.7,,,,Microsoft Corporation,Adobe PDF Library 15.0,Display Device Profile,Linotronic,"XYZ ",Copyright (c) 1998 Hewlett-Packard Company,Hewlett-Packard,1998:02:09 06:49:00,sRGB IEC61966-2.1,acsp,0,2.1.0,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",Perceptual,proof:pdf,,,,3642182037,Trade Gothic LT Std,OpenType - PS,3642182037,Adobe Systems,0,0,TradeGothicLTStd-Cn18,1.029,,,,,,,,,,,,,,,,,,Cathode Ray Tube Display,,,,,,False,,,,,,Reference Viewing Condition in IEC61966-2.1,19.6445 20.3718 16.8089,D50,3.92889 4.07439 3.36179,,,,"Adobe XMP Core 5.6-c138 79.159824, 2016/09/14-01:09:01        ",
AWS_Elemental_Data_Sheet_Link.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021:03:22 14:22:11-07:00,Microsoft® Access® 2016,,,,,,,,,,,,,,,,.,,,12.57,,2024:04:17 20:43:06-04:00,2024:04:17 20:43:06-04:00,2024:04:17 20:43:06-04:00,AWS_Elemental_Data_Sheet_Link.pdf,-rw-r--r--,312 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en-US,No,,,,,,,,,,,,,,,,,,,application/pdf,,2021:03:22 14:22:11-07:00,,,,,4,,,,1.5,,,,,Microsoft® Access® 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
AWS_Elemental_Data_Sheet_Live.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020:11:23 11:11:45-08:00,Adobe InDesign 16.0 (Windows),,,Adobe InDesign 16.0 (Windows),,,xmp.did:a60a9da8-d4a7-4e42-96a5-602c887c59f1,xmp.iid:4050bf5d-a4b7-6e46-9b15-0f3079763142,xmp.did:F87F11740720681188C6FDFBDBE184BE,default,,,,,,,.,xmp.id:6ebb8820-75ae-2345-b442-33e33f0202ca,,12.57,,2024:04:17 20:43:42-04:00,2024:04:17 20:43:42-04:00,2024:04:17 20:43:42-04:00,AWS_Elemental_Data_Sheet_Live.pdf,-rw-r--r--,277 kB,PDF,pdf,,,,,,,,,application/pdf,,,,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign 16.0 (Windows),2020:11:23 11:11:45-08:00,,,,uuid:7088273b-2e5f-401e-a046-e1c21f9f5503,,en-US,Yes,,,,,,,,,,,,,,,,,2020:11:23 11:11:47-08:00,,application/pdf,,2020:11:23 11:11:47-08:00,,,,xmp.did:F87F11740720681188C6FDFBDBE184BE,3,,,,1.4,,,,,Adobe PDF Library 15.0,,,,,,,,,,,,,,proof:pdf,,,,3642182037,Trade Gothic LT Std,OpenType - PS,3642182037,Adobe Systems,0,0,TradeGothicLTStd-Cn18,1.029,,,,,,,,,,,,,,,,,Yes,,,,,,,False,,,,,,,,,,,,,"Adobe XMP Core 6.0-c002 79.164488, 2020/07/10-22:06:53        ",
AWS_Elemental_Data_Sheet_Server.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019:06:05 15:18:40-07:00,Adobe InDesign 14.0 (Macintosh),,,Adobe InDesign 14.0 (Macintosh),,,xmp.did:5fd92d13-38be-4a41-8e51-0ad421d8f93d,xmp.iid:0ee88cee-37b2-4065-a50d-e73346bc12da,xmp.did:F87F11740720681188C6FDFBDBE184BE,default,,,,,,,.,xmp.id:77447387-fe1b-4241-8d04-9deebc04f529,,12.57,,2024:04:17 20:43:43-04:00,2024:04:17 20:43:43-04:00,2024:04:17 20:43:43-04:00,AWS_Elemental_Data_Sheet_Server.pdf,-rw-r--r--,271 kB,PDF,pdf,,,,,,,,,application/pdf,,,,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign CC 14.0 (Macintosh),2019:06:05 15:18:40-07:00,,,,uuid:db9eed35-0431-c24e-b72a-96051599c0be,,en-US,No,,,,,,,,,,,,,,,,,2019:06:05 15:18:41-07:00,,application/pdf,,2019:06:05 15:18:41-07:00,,,,xmp.did:F87F11740720681188C6FDFBDBE184BE,3,,,,1.4,,,,,Adobe PDF Library 15.0,,,,,,,,,,,,,,proof:pdf,,,,3642182037,Trade Gothic LT Std,OpenType - PS,3642182037,Adobe Systems,0,0,TradeGothicLTStd-Cn18,1.029,,,,,,,,,,,,,,,,,Yes,,,,,,,False,,,,,,,,,,,,,"Adobe XMP Core 5.6-c148 79.163765, 2019/01/24-18:11:46        ",
AWS_Elemental_Link_UHD_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021:06:16 08:14:23-07:00,Microsoft® Access® 2016,,,Microsoft® Access® 2016,,,,,,,,,,,,,.,uuid:25589a68-1461-441e-ba72-0fe448f61fa3,,12.57,,2024:04:17 20:42:50-04:00,2024:04:17 20:42:50-04:00,2024:04:17 20:42:50-04:00,AWS_Elemental_Link_UHD_Specification_Sheet.pdf,-rw-r--r--,347 kB,PDF,pdf,,,,,,,,,application/pdf,,,,,,,,,,,,,,,,,,uuid:cf749669-ced8-43ff-989d-930b27197308,,en-US,No,,,,,,,,,,,,,,,,,2021:06:22 10:14:09-07:00,,application/pdf,,2021:06:22 10:14:09-07:00,,,,,4,,,,1.5,,,,,Microsoft® Access® 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,"Adobe XMP Core 5.6-c017 91.164464, 2020/06/15-10:20:05        ",
awshealth-api.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,12.57,,2024:04:17 20:43:17-04:00,2024:04:17 20:43:17-04:00,2024:04:17 20:43:17-04:00,awshealth-api.pdf,-rw-r--r--,261 bytes,HTML,html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302 Found,,,,,,,,,,,,,,,
