SourceFile,About,AggregationType,AnnotationUsageRights,AppleKeywords,Appligent,Author,BlueMatrixColumn,BlueTRC,Category,ChromaticAdaptation,CMMFlags,ColorSpaceData,Comments,Company,Conformance,ConnectionSpaceIlluminant,Copyright,CoverDisplayDate,CreateDate,CreationDate,Creator,CreatorTool,CrossmarkDomainExclusive,CrossMarkDomains,CrossMarkDomains_1_,CrossMarkDomains_2_,CrossmarkMajorVersionDate,Date,DcTitle,DerivedFrom,DerivedFromDocumentID,DerivedFromInstanceID,DerivedFromOriginalDocumentID,DerivedFromRenditionClass,Description,Description-x-repair,DeviceAttributes,DeviceManufacturer,DeviceMfgDesc,DeviceModel,DeviceModelDesc,Directory,DocChangeCount,DocumentID,DocumentUsageRights,DOI,EndingPage,ExifToolVersion,FileAccessDate,FileInodeChangeDate,FileModifyDate,FileName,FilePermissions,FileSize,FileType,FileTypeExtension,FontComposite,FontFace,FontFamily,FontFileName,FontName,FontType,FontVersion,Format,FormUsageRights,GrayTRC,GreenMatrixColumn,GreenTRC,HasVisibleOverprint,HasVisibleTransparency,HasXFA,Headline,HistoryAction,HistoryChanged,HistoryInstanceID,HistoryParameters,HistorySoftwareAgent,HistoryWhen,Identifier,IEEE_Article_ID,IEEE_Issue_ID,IEEE_Publication_ID,InstanceID,ISSN,IssueIdentifier,JCALibraryBuild,Journal_article_version,KeyStampMp,Keywords,Language,Linearized,Luminance,MajorVersionDate,Manager,ManifestLinkForm,ManifestReferenceFilePath,MaxPageSizeH,MaxPageSizeUnit,MaxPageSizeW,MeasurementBacking,MeasurementFlare,MeasurementGeometry,MeasurementIlluminant,MeasurementObserver,MediaBlackPoint,MediaWhitePoint,MetadataDate,MIMEType,ModDate,ModifyDate,MTWinEqns,NPages,OriginalDocumentID,PageCount,PageImage,PageImageFormat,PageImageHeight,PageImagePageNumber,PageImageWidth,PageLayout,PageMode,Part,PDFVersion,PlateNames,PrimaryPlatform,Producer,ProfileClass,ProfileCMMType,ProfileConnectionSpace,ProfileCopyright,ProfileCreator,ProfileDateTime,ProfileDescription,ProfileDescriptionML,ProfileDescriptionML-da-DK,ProfileDescriptionML-de-DE,ProfileDescriptionML-es-ES,ProfileDescriptionML-fi-FI,ProfileDescriptionML-fr-FU,ProfileDescriptionML-it-IT,ProfileDescriptionML-ja-JP,ProfileDescriptionML-ko-KR,ProfileDescriptionML-nb-NO,ProfileDescriptionML-nl-NL,ProfileDescriptionML-pl-PL,ProfileDescriptionML-pt-BR,ProfileDescriptionML-ru-RU,ProfileDescriptionML-sv-SE,ProfileDescriptionML-zh-CN,ProfileDescriptionML-zh-TW,ProfileFileSignature,ProfileID,ProfileVersion,PTEX_Fullbanner,PTEXFullbanner,PublicationName,Publisher,RedMatrixColumn,RedTRC,RenderingIntent,RenditionClass,Robots,SchemasNamespaceURI,SchemasPrefix,SchemasPropertyCategory,SchemasPropertyDescription,SchemasPropertyName,SchemasPropertyValueType,SchemasSchema,SchemasValueTypeDescription,SchemasValueTypeNamespaceURI,SchemasValueTypePrefix,SchemasValueTypeType,SignatureUsageRights,SigningAuthority,SigningDate,SourceModified,StartingPage,StartupProfile,Subject,SwatchColorantA,SwatchColorantB,SwatchColorantBlack,SwatchColorantCyan,SwatchColorantL,SwatchColorantMagenta,SwatchColorantMode,SwatchColorantSwatchName,SwatchColorantTint,SwatchColorantType,SwatchColorantYellow,SwatchGroupName,SwatchGroupType,TaggedPDF,Technology,TemplateVersion,ThumbnailFormat,ThumbnailHeight,ThumbnailImage,ThumbnailWidth,Title,Title-x-repair,Trapped,URL,VersionID,ViewingCondDesc,ViewingCondIlluminant,ViewingCondIlluminantType,ViewingCondSurround,Volume,Warning,Wps-articledoi,Wps-journaldoi,Wps-proclevel,XMPToolkit
2020MTL.pdf,,,,,,"Ching-Wei Cheng, Xingye Qiao, Guang Cheng",,,,,,,,,,,,,2020:06:29 15:33:10Z,,"Ching-Wei Cheng, Xingye Qiao, Guang Cheng",LaTeX with hyperref,,,,,,,,,,,,,Proceedings of the International Conference on Machine Learning 2020,,,,,,,.,,uuid:342f3d8f-cd03-4c6d-9588-eb3be8028f66,,,,12.70,2024:04:16 13:17:26-04:00,2024:04:16 13:17:27-04:00,2024:04:16 13:17:27-04:00,2020MTL.pdf,-rw-r--r--,1223 kB,PDF,pdf,,,,,,,,application/pdf,,,,,,,,,,,,,,,,,,,uuid:5f815c79-5c2e-4ee5-b66d-5557016a88d1,,,,,,"Confidence distribution, fusion penalty, massive data, transfer learning",,No,,,,,,,,,,,,,,,,2020:06:29 11:34:42-04:00,application/pdf,,2020:06:29 11:34:42-04:00,,,,10,,,,,,,UseNone,,1.6,,,pdfTeX-1.40.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This is pdfTeX, Version 3.14159265-2.6-1.40.20 (TeX Live 2019) kpathsea version 6.3.1","This is pdfTeX, Version 3.14159265-2.6-1.40.20 (TeX Live 2019) kpathsea version 6.3.1",,,,,,,,,,,,,,,,,,,,,,,,,Proceedings of the International Conference on Machine Learning 2020,,,,,,,,,,,,,,,,,,,,,Mutual Transfer Learning for Massive Data,,False,,,,,,,,,,,,"Adobe XMP Core 5.2-c001 63.139439, 2010/09/27-13:37:26        "
2020SPIE.pdf,,,,,,,,,,,,,,,,,,,2020:04:16 00:39:25Z,,LaTeX with hyperref package,,,,,,,,,,,,,,,,,,,,,.,,,,,,12.70,2024:04:16 13:17:30-04:00,2024:04:16 13:17:31-04:00,2024:04:16 13:17:31-04:00,2020SPIE.pdf,-rw-r--r--,2.6 MB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,application/pdf,,2020:04:16 00:39:25Z,,,,12,,,,,,,UseOutlines,,1.5,,,pdfTeX-1.40.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This is pdfTeX, Version 3.14159265-2.6-1.40.17 (TeX Live 2016) kpathsea version 6.2.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,
2020Ticks.pdf,,,,,,,,,,,,,,,,,,,2020:07:20 10:03:34+05:30,,LaTeX with hyperref package,,,,,,,,,,,,,,,,,,,,,.,,,,10.1111/mve.12440,,12.70,2024:04:16 13:17:28-04:00,2024:04:16 13:17:29-04:00,2024:04:16 13:17:29-04:00,2020Ticks.pdf,-rw-r--r--,1816 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VoR,,,,No,,,,,,,,,,,,,,,,,application/pdf,,2021:07:21 07:51:30-07:00,,,,7,,,,,,,UseNone,,1.7,,,Acrobat Distiller 11.0 (Windows); modified using iText 4.2.0 by 1T3XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medical and Veterinary Entomology 2020.34:309-315,,,,,,,,,,,,,,,,,,,,,"Patience Isn’t Always a Virtue:  Effects of Terrain Complexity on the Host-Seeking Behavior of Adult Blacklegged Ticks, Ixodes scapularis, in the Presence of a Stationary Host",,,,,,,,,,,10.1111/mve.12440,10.1111/(ISSN)1365-2915,3,"Adobe XMP Core 5.4-c005 78.147326, 2012/08/23-13:03:03 "
2021aaai.pdf,,,,,,"Shibo Zhou, Xiaohua Li, Ying Chen, Sanjeev T. Chandrasekaran, Arindam Sanyal",,,,,,,,,,,,,2020:12:09 14:32:05Z,,"Shibo Zhou, Xiaohua Li, Ying Chen, Sanjeev T. Chandrasekaran, Arindam Sanyal",TeX,,,,,,,,,,,,,,,,,,,,.,,uuid:2e66d931-ae00-4927-9683-7791ecf9e51d,,,,12.70,2024:04:16 13:17:28-04:00,2024:04:16 13:17:28-04:00,2024:04:16 13:17:28-04:00,2021aaai.pdf,-rw-r--r--,5.0 MB,PDF,pdf,,,,,,,,application/pdf,,,,,,,,,,,,,,,,,,,uuid:595b4529-f692-4946-a9f2-550c9fc149a9,,,,,,,,Yes,,,,,,,,,,,,,,,,2021:08:11 11:57:48-04:00,application/pdf,,2021:08:11 11:57:48-04:00,,,,16,,,,,,,,,1.5,,,pdfTeX-1.40.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This is pdfTeX, Version 3.14159265-2.6-1.40.20 (TeX Live 2019) kpathsea version 6.3.1","This is pdfTeX, Version 3.14159265-2.6-1.40.20 (TeX Live 2019) kpathsea version 6.3.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.2,,,,,Temporal-Coded Deep Spiking Neural Network with Easy Training and Robust Performance,,False,,,,,,,,,,,,"Adobe XMP Core 5.2-c001 63.139439, 2010/09/27-13:37:26        "
2021SPL.pdf,,,,,,,,,,,,,,,,,,"    2021",2021:03:18 09:58:20+05:30,,,,,,,,,,,,,,,,IEEE Signal Processing Letters;2021;28; ;10.1109/LSP.2021.3061992,IEEE Signal Processing Letters;2021;28; ;10.1109/LSP.2021.3061992,,,,,,.,,,,10.1109/LSP.2021.3061992,532,12.70,2024:04:16 13:17:17-04:00,2024:04:16 13:17:17-04:00,2024:04:16 13:17:17-04:00,2021SPL.pdf,-rw-r--r--,690 kB,PDF,pdf,,,,,,,,application/pdf,,,,,,,,,,,,,,,,9362213,9325893,97,,,,,,,"5G cell system, integrated sensing and communication, iterative matrix inversion, millimeter-wave imaging",,No,,,,,,,,,,,,,,,,,application/pdf,,2021:08:11 11:17:39-04:00,,,,5,,,,,,,,,1.4,,,Acrobat Distiller 10.1.10 (Windows); modified using iText® 7.1.9 ©2000-2019 iText Group NV (IEEE; licensed version),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Signal Processing Letters,IEEE,,,,,,,,,,,,,,,,,,,,,528,,"5G cell system, integrated sensing and communication, iterative matrix inversion, millimeter-wave imaging",,,,,,,,,,,,,,,,,,,,,Lightweight 2D Imaging for Integrated Imaging and Communication Applications,Lightweight 2D Imaging for Integrated Imaging and Communication Applications,,,,,,,,28,,,,,Adobe XMP Core 5.1.0-jc003
2022fproblem2.pdf,,,,,,,,,,,,,,,,,,,2022:09:27 22:38:35-04:00,,TeX,,,,,,,,,,,,,,,,,,,,,.,,,,,,12.70,2024:04:16 13:18:29-04:00,2024:04:16 13:18:29-04:00,2024:04:16 13:18:29-04:00,2022fproblem2.pdf,-rw-r--r--,126 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,application/pdf,,2022:09:27 22:38:35-04:00,,,,2,,,,,,,,,1.5,,,MiKTeX pdfTeX-1.40.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,This is MiKTeX-pdfTeX 2.9.4198 (1.40.12),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,
227_sample_finals.pdf,,,,,,,,,,,,,,,,,,,2016:12:05 20:36:00-05:00,,TeX,TeX,,,,,,,,,,,,,,,,,,,,.,,uuid:cfedc342-2ca1-47ff-8e82-2d007b7ca4b9,,,,12.70,2024:04:16 13:18:50-04:00,2024:04:16 13:18:50-04:00,2024:04:16 13:18:50-04:00,227_sample_finals.pdf,-rw-r--r--,251 kB,PDF,pdf,,,,,,,,application/pdf,,,,,,,,,,,,,,,,,,,uuid:b4af3b10-1a38-44a6-a97e-548667f1e84a,,,,,,,,Yes,,,,,,,,,,,,,,,,2016:12:05 20:36-05:00,application/pdf,,2016:12:05 20:36:00-05:00,,,,18,,,,,,,,,1.6,,,MiKTeX pdfTeX-1.40.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,This is MiKTeX-pdfTeX 2.9.5840 (1.40.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,"Adobe XMP Core 5.4-c005 78.147326, 2012/08/23-13:03:03        "
24_WKB_approximation_I.pdf,,,,,,Sei,,,,,,,,,,,,,2012:01:23 11:22:33-05:00,,Sei,PScript5.dll Version 5.2.2,,,,,,,,,,,,,,,,,,,,.,,uuid:7bacb940-ccb5-4ec1-9f04-f92fe1fb50a2,,,,12.70,2024:04:16 13:17:10-04:00,2024:04:16 13:17:10-04:00,2024:04:16 13:17:10-04:00,24_WKB_approximation_I.pdf,-rw-r--r--,346 kB,PDF,pdf,,,,,,,,application/pdf,,,,,,,,,,,,,,,,,,,uuid:12973f34-296a-4467-a93b-17dd26fdf1c6,,,,,,,,Yes,,,,,,,,,,,,,,,,,application/pdf,,2012:01:23 11:22:33-05:00,,,,31,,,,,,,,,1.5,,,Acrobat Distiller 9.5.0 (Windows),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft Word - 24 WKB approximation I,,,,,,,,,,,,,,"Adobe XMP Core 4.2.1-c043 52.372728, 2009/01/18-15:08:04        "
377,,,,,,Maria Askew,,,,,,,,,,,,,2017:07:12 03:00:34-04:00,,Microsoft® Word 2013,,,,,,,,,,,,,,,,,,,,,.,,,,,,12.70,2024:04:16 13:18:25-04:00,2024:04:16 13:18:25-04:00,2024:04:16 13:18:25-04:00,377,-rw-r--r--,239 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en-US,No,,,,,,,,,,,,,,,,,application/pdf,,2017:07:12 03:00:34-04:00,,,,11,,,,,,,,,1.5,,,Microsoft® Word 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
3959,,,,,,,,,,,,,,,,,,,2020:05:04 17:13:19Z,,Word,,,,,,,,,,,,,,,,,,,,,.,,,,,,12.70,2024:04:16 13:18:26-04:00,2024:04:16 13:18:26-04:00,2024:04:16 13:18:26-04:00,3959,-rw-r--r--,158 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,application/pdf,,2020:05:04 17:13:19Z,,,,14,,,,,,,,,1.3,,,macOS Version 10.14.6 (Build 18G3020) Quartz PDFContext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hendrickx_603_Formatted,,,,,,,,,,,,,,
39_Electrical_conductivity_in_metals.pdf,,,,,,Sei,,,,,,,,,,,,,2012:01:23 11:34:29-05:00,,Sei,PScript5.dll Version 5.2.2,,,,,,,,,,,,,,,,,,,,.,,uuid:b5cf3645-18d5-43e0-a005-aa444f3d831f,,,,12.70,2024:04:16 13:17:11-04:00,2024:04:16 13:17:11-04:00,2024:04:16 13:17:11-04:00,39_Electrical_conductivity_in_metals.pdf,-rw-r--r--,130 kB,PDF,pdf,,,,,,,,application/pdf,,,,,,,,,,,,,,,,,,,uuid:dc59a837-8c0e-4c43-a12b-4b9bf4d71c19,,,,,,,,Yes,,,,,,,,,,,,,,,,,application/pdf,,2012:01:23 11:34:29-05:00,,,,9,,,,,,,,,1.5,,,Acrobat Distiller 9.5.0 (Windows),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft Word - 40 Electrical conductivity in metals,,,,,,,,,,,,,,"Adobe XMP Core 4.2.1-c043 52.372728, 2009/01/18-15:08:04        "
4273,,,,,,,,,,,,,,,,,,,2020:12:11 13:58:49Z,,Word,,,,,,,,,,,,,,,,,,,,,.,,,,,,12.70,2024:04:16 13:18:30-04:00,2024:04:16 13:18:30-04:00,2024:04:16 13:18:30-04:00,4273,-rw-r--r--,231 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,application/pdf,,2020:12:11 13:58:49Z,,,,15,,,,,,,,,1.4,,,macOS Version 10.15.4 (Build 19E287) Quartz PDFContext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brown_618-Article Text-4055-1-6-20200713_Formatted,,,,,,,,,,,,,,
4470,,,,,,,,,,,,,,,,,,,2021:05:04 16:46:35Z,,Word,,,,,,,,,,,,,,,,,,,,,.,,,,,,12.70,2024:04:16 13:18:29-04:00,2024:04:16 13:18:29-04:00,2024:04:16 13:18:29-04:00,4470,-rw-r--r--,196 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,application/pdf,,2021:05:04 16:46:35Z,,,,18,,,,,,,,,1.3,,,macOS Version 10.15.4 (Build 19E287) Quartz PDFContext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bourke_652-Other-4359-1-6-20210212,,,,,,,,,,,,,,
4715,,,,,,,,,,,,,,,,,,,2021:12:08 15:01:32Z,,Word,,,,,,,,,,,,,,,,,,,,,.,,,,,,12.70,2024:04:16 13:18:30-04:00,2024:04:16 13:18:30-04:00,2024:04:16 13:18:30-04:00,4715,-rw-r--r--,595 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,application/pdf,,2021:12:08 15:01:32Z,,,,41,,,,,,,,,1.4,,,macOS Version 10.15.4 (Build 19E287) Quartz PDFContext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ADYNSKI _Other,+666-NEWArticle+Text-4565-2-15-20210716_graves+final+edits071721_formatted_Final APA edits",,,,,,,,,,,,,,
472,,,,,,,,,,,,,,,,,,,2020:12:11 13:31:42Z,,Word,,,,,,,,,,,,,,,,,,,,,.,,,,,,12.70,2024:04:16 13:18:08-04:00,2024:04:16 13:18:08-04:00,2024:04:16 13:18:08-04:00,472,-rw-r--r--,215 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,application/pdf,,2020:12:11 13:31:42Z,,,,25,,,,,,,,,1.3,,,macOS Version 10.15.4 (Build 19E287) Quartz PDFContext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brewer_619_Formatted,,,,,,,,,,,,,,
477,,,,,,,,,,,,,,,,,,,2020:12:11 14:25:14Z,,Word,,,,,,,,,,,,,,,,,,,,,.,,,,,,12.70,2024:04:16 13:18:01-04:00,2024:04:16 13:18:01-04:00,2024:04:16 13:18:01-04:00,477,-rw-r--r--,2.7 MB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,application/pdf,,2020:12:11 14:25:14Z,,,,28,,,,,,,,,1.3,,,macOS Version 10.15.4 (Build 19E287) Quartz PDFContext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Almasloukh_601_Formatted,,,,,,,,,,,,,,
4793,,,,,,,,,,,,,,,,,,,2022:05:16 13:59:06Z,,Word,,,,,,,,,,,,,,,,,,,,,.,,,,,,12.70,2024:04:16 13:18:30-04:00,2024:04:16 13:18:30-04:00,2024:04:16 13:18:30-04:00,4793,-rw-r--r--,150 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,application/pdf,,2022:05:16 13:59:06Z,,,,12,,,,,,,,,1.3,,,macOS Version 10.15.4 (Build 19E287) Quartz PDFContext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Key_696_BK+2_revised+Panola+manuscript.b-final_setup+psf_4.12.22+ARformatted,,,,,,,,,,,,,,
4947,,,,,,,,,,,,,,,,,,,2023:04:27 15:41:12Z,,Word,,,,,,,,,,,,,,,,,,,,,.,,,,,,12.70,2024:04:16 13:18:31-04:00,2024:04:16 13:18:31-04:00,2024:04:16 13:18:31-04:00,4947,-rw-r--r--,455 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,application/pdf,,2023:04:27 15:41:12Z,,,,30,,,,,,,,,1.4,,,macOS Version 10.15.7 (Build 19H2) Quartz PDFContext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729_Swan_Final_Manuscript_Unblinded_3.20.23_graves+final+edits+ARformatted,,,,,,,,,,,,,,
4950,,,,,,,,,,,,,,,,,,,2023:04:27 16:07:59Z,,Word,,,,,,,,,,,,,,,,,,,,,.,,,,,,12.70,2024:04:16 13:18:26-04:00,2024:04:16 13:18:26-04:00,2024:04:16 13:18:26-04:00,4950,-rw-r--r--,434 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,application/pdf,,2023:04:27 16:07:59Z,,,,38,,,,,,,,,1.3,,,macOS Version 10.15.7 (Build 19H2) Quartz PDFContext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723_Jan+28+Revised+Educational+Needs+of+Rural+Nurses+_Final_setup_psf_2_26_23+Formatted,,,,,,,,,,,,,,
4961,,,,,,,,,,,,,,,,,,,2023:05:08 17:14:40Z,,Word,,,,,,,,,,,,,,,,,,,,,.,,,,,,12.70,2024:04:16 13:18:32-04:00,2024:04:16 13:18:32-04:00,2024:04:16 13:18:32-04:00,4961,-rw-r--r--,278 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,application/pdf,,2023:05:08 17:14:40Z,,,,19,,,,,,,,,1.3,,,macOS Version 10.15.7 (Build 19H2) Quartz PDFContext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730_Revision_730+Zen+Manuscript+Only+psf_set_up_4_13_23+ARformatting,,,,,,,,,,,,,,
4967,,,,,,,,,,,,,,,,,,,2023:05:09 00:55:14Z,,Word,,,,,,,,,,,,,,,,,,,,,.,,,,,,12.70,2024:04:16 13:18:26-04:00,2024:04:16 13:18:26-04:00,2024:04:16 13:18:26-04:00,4967,-rw-r--r--,251 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,application/pdf,,2023:05:09 00:55:14Z,,,,20,,,,,,,,,1.3,,,macOS Version 10.15.7 (Build 19H2) Quartz PDFContext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735_Exploration_Rural_Menstratual_4_24_23_setup_3_psf+ARformatting,,,,,,,,,,,,,,
4970,,,,,,,,,,,,,,,,,,,2023:05:09 01:06:14Z,,Word,,,,,,,,,,,,,,,,,,,,,.,,,,,,12.70,2024:04:16 13:18:32-04:00,2024:04:16 13:18:32-04:00,2024:04:16 13:18:32-04:00,4970,-rw-r--r--,310 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,application/pdf,,2023:05:09 01:06:14Z,,,,26,,,,,,,,,1.3,,,macOS Version 10.15.7 (Build 19H2) Quartz PDFContext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736_Hand+Hygiene+submission+January+2023FINAL_setup_2_16_23psf+Formatted,,,,,,,,,,,,,,
502.pdf,uuid:33bdf256-6c1a-11f2-0000-8afa0b4ec106,,,,,,,,,,,,,,,,,,2017:05:08 10:50:18-04:00,,dvips(k) 5.994 Copyright 2014 Radical Eye Software,dvips(k) 5.994 Copyright 2014 Radical Eye Software,,,,,,,,,,,,,,,,,,,,.,,uuid:33bdf256-6c1a-11f2-0000-8afa0b4ec106,,,,12.70,2024:04:16 13:17:08-04:00,2024:04:16 13:17:08-04:00,2024:04:16 13:17:08-04:00,502.pdf,-rw-r--r--,1239 kB,PDF,pdf,,,,,,,,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,application/pdf,,2017:05:08 10:50:18-04:00,,,,132,,,,,,,,,1.5,,,GPL Ghostscript 9.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.dvi,,,,,,,,,,,,,,"XMP toolkit 2.9.1-13, framework 1.6"
5164,,,,,,Editor,,,,,,,,Binghamton University,,,,,2023:12:07 10:29:35-05:00,,Editor,Acrobat PDFMaker 17 for Word,,,,,,,,,,,,,,,,,,,,.,,uuid:c8a91314-f4bc-4c62-b524-85117b58a9e2,,,,12.70,2024:04:16 13:18:28-04:00,2024:04:16 13:18:28-04:00,2024:04:16 13:18:28-04:00,5164,-rw-r--r--,120 kB,PDF,pdf,,,,,,,,application/pdf,,,,,,,,,,,,,,,,,,,uuid:341159e9-05df-49ce-b023-8d7e635e8133,,,,,,,EN-US,Yes,,,,,,,,,,,,,,,,2023:12:07 10:29:36-05:00,application/pdf,,2023:12:07 10:29:36-05:00,,,,3,,,,,,OneColumn,,,1.6,,,Adobe PDF Library 17.11.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D:20231207152904,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,"Adobe XMP Core 5.6-c017 91.164464, 2020/06/15-10:20:05        "
5170,,,,,,,,,,,,,,,,,,,2023:12:07 12:52:37-05:00,,Acrobat PDFMaker 17 for Word,Acrobat PDFMaker 17 for Word,,,,,,,,,,,,,,,,,,,,.,,uuid:f0685ab5-4bbd-4669-81dd-625eac8f154c,,,,12.70,2024:04:16 13:18:29-04:00,2024:04:16 13:18:29-04:00,2024:04:16 13:18:29-04:00,5170,-rw-r--r--,784 kB,PDF,pdf,,,,,,,,application/pdf,,,,,,,,,,,,,,,,,,,uuid:5df9b77b-5f83-4c02-92fa-1061e2fe2d3c,,,,,,,EN-US,Yes,,,,,,,,,,,,,,,,2023:12:07 12:52:39-05:00,application/pdf,,2023:12:07 12:52:39-05:00,,,,18,,,,,,OneColumn,,,1.6,,,Adobe PDF Library 17.11.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D:20231207175213,,,8,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,"Adobe XMP Core 5.6-c017 91.164464, 2020/06/15-10:20:05        "
