SourceFile,About,AccountMgr,ArtDirector,Author,Bleed,BoundingBox,Category,Client,Comments,Company,Conformance,ContainerVersion,ContentTypeId,Copywriter,CreateDate,CreationDate,Creator,CreatorSubTool,CreatorTool,CreatorVersion,DerivedFromDocumentID,DerivedFromInstanceID,DerivedFromOriginalDocumentID,DerivedFromRenditionClass,DerivedFromVersionID,Description,Directory,DocChangeCount,DocumentID,Encryption,ExifToolVersion,FileAccessDate,FileInodeChangeDate,FileModifyDate,FileName,FilePermissions,FileSize,FileType,FileTypeExtension,FontComposite,FontFace,FontFamily,FontFileName,FontName,FontType,FontVersion,For,Format,GTS_PDFXConformance,GTS_PDFXVersion,HasVisibleOverprint,HasVisibleTransparency,HasXFA,Headline,HistoryAction,HistoryChanged,HistoryInstanceID,HistoryParameters,HistorySoftwareAgent,HistoryWhen,ImageHeight,ImageSize,ImageWidth,IngredientsDocumentID,IngredientsFilePath,IngredientsInstanceID,InstanceID,Keywords,Language,Linearized,Manager,ManifestLinkForm,ManifestPlacedResolutionUnit,ManifestPlacedXResolution,ManifestPlacedYResolution,ManifestReferenceDocumentID,ManifestReferenceFilePath,ManifestReferenceInstanceID,MaxPageSizeH,MaxPageSizeUnit,MaxPageSizeW,Megapixels,MetadataDate,MIMEType,ModDate,ModifyDate,NPages,OriginalDocumentID,PageCount,PageImage,PageImageFormat,PageImageHeight,PageImagePageNumber,PageImageWidth,PageLayout,PageMode,Part,PDFVersion,PlateNames,Producer,Proofreader,RenditionClass,Safety,SlugChecksum,SlugFamily,SlugFontKind,SlugFontSense_12_Checksum,SlugFoundry,SlugKerningChecksum,SlugOutlineFileSize,SlugPostScriptName,SlugVersion,SourceModified,StartupProfile,StudioArtist,Subject,SwatchColorantA,SwatchColorantB,SwatchColorantBlack,SwatchColorantBlue,SwatchColorantCyan,SwatchColorantGray,SwatchColorantGreen,SwatchColorantL,SwatchColorantMagenta,SwatchColorantMode,SwatchColorantRed,SwatchColorantSwatchName,SwatchColorantTint,SwatchColorantType,SwatchColorantYellow,SwatchGroupName,SwatchGroupType,TaggedPDF,ThumbnailFormat,ThumbnailHeight,ThumbnailImage,ThumbnailWidth,Title,Trapped,Trim,UserAccess,VersionID,XMPToolkit,XPressPrivate
Logitech-Q1FY16-Prepared-Remarks-FINAL.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,10.80,2024:04:18 13:17:36-04:00,2024:04:18 13:17:36-04:00,2024:04:18 13:17:36-04:00,Logitech-Q1FY16-Prepared-Remarks-FINAL.pdf,rw-r--r--,230 bytes,HTML,html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Object moved,,,,,,
Logitech-Q1-FY24-press-release.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,10.80,2024:04:18 13:17:33-04:00,2024:04:18 13:17:33-04:00,2024:04:18 13:17:33-04:00,Logitech-Q1-FY24-press-release.pdf,rw-r--r--,205 bytes,HTML,html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Object moved,,,,,,
Logitech_Q2'22-Prepared-Remarks-10.25.2021_FINAL.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,10.80,2024:04:18 13:17:40-04:00,2024:04:18 13:17:40-04:00,2024:04:18 13:17:40-04:00,Logitech_Q2'22-Prepared-Remarks-10.25.2021_FINAL.pdf,rw-r--r--,227 bytes,HTML,html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Object moved,,,,,,
Logitech_Q2FY-2022_Slides_FINAL.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,10.80,2024:04:18 13:17:25-04:00,2024:04:18 13:17:25-04:00,2024:04:18 13:17:25-04:00,Logitech_Q2FY-2022_Slides_FINAL.pdf,rw-r--r--,206 bytes,HTML,html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Object moved,,,,,,
Logitech_Q3FY23-Prepared-Remarks_FINAL.docx.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,10.80,2024:04:18 13:17:30-04:00,2024:04:18 13:17:30-04:00,2024:04:18 13:17:30-04:00,Logitech_Q3FY23-Prepared-Remarks_FINAL.docx.pdf,rw-r--r--,218 bytes,HTML,html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Object moved,,,,,,
Logitech-Q3-FY23-press-release-(1).pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,10.80,2024:04:18 13:17:40-04:00,2024:04:18 13:17:40-04:00,2024:04:18 13:17:40-04:00,Logitech-Q3-FY23-press-release-(1).pdf,rw-r--r--,209 bytes,HTML,html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Object moved,,,,,,
Logitech_Q4-23-Prepared-Remarks-FINAL-docx.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,10.80,2024:04:18 13:17:37-04:00,2024:04:18 13:17:37-04:00,2024:04:18 13:17:37-04:00,Logitech_Q4-23-Prepared-Remarks-FINAL-docx.pdf,rw-r--r--,217 bytes,HTML,html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Object moved,,,,,,
Logitech-Q4FY22-IR-Slides-FINAL.pptx-(1).pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,10.80,2024:04:18 13:17:42-04:00,2024:04:18 13:17:42-04:00,2024:04:18 13:17:42-04:00,Logitech-Q4FY22-IR-Slides-FINAL.pptx-(1).pdf,rw-r--r--,215 bytes,HTML,html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Object moved,,,,,,
Logitech-Q4FY23-IR-Slides-FINAL-pptx.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,10.80,2024:04:18 13:17:36-04:00,2024:04:18 13:17:36-04:00,2024:04:18 13:17:36-04:00,Logitech-Q4FY23-IR-Slides-FINAL-pptx.pdf,rw-r--r--,211 bytes,HTML,html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Object moved,,,,,,
logitech-select.pdf,,,,,,,,,,,,,,,2022:02:26 13:58:27-08:00,,Adobe InDesign 17.1 (Windows),,Adobe InDesign 17.1 (Windows),,xmp.did:3f28e1fb-5042-f247-9d2b-e614601ba11d,xmp.iid:2bc7b810-b1ba-6d41-bea0-f21b181ff648,xmp.did:dd199645-5308-a34a-874f-1c97b1c17924,default,,,.,,xmp.id:75ab0d91-cd63-7546-ba4f-d3ab991cd2cc,,10.80,2024:04:18 13:17:39-04:00,2024:04:18 13:17:39-04:00,2024:04:18 13:17:39-04:00,logitech-select.pdf,rw-r--r--,840 kB,PDF,pdf,,,,,,,,,application/pdf,,,,,No,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign 17.1 (Windows),2022:02:26 13:58:27-08:00,,,,,,,uuid:065cc0eb-c272-4543-afc8-9d808221b7a9,,en-US,No,,,,,,,,,,,,,2022:03:01 11:50:03+01:00,application/pdf,,2022:03:01 11:50:03+01:00,,xmp.did:dd199645-5308-a34a-874f-1c97b1c17924,4,,,,,,,,,1.6,,Adobe PDF Library 16.0.5,,proof:pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,False,,,,"Adobe XMP Core 7.0-c000 79.1357c9e, 2021/07/14-00:39:56        ",
Logitech_Squeezebox_Duet-ENG.pdf,,,,,,,,,,,,,,,2008:03:04 15:29:55-08:00,,Adobe InDesign CS3 (5.0.2),,Adobe InDesign CS3 (5.0.2),,adobe:docid:indd:0b4f0aab-e9fd-11dc-964f-a823a2686b4b,0e05e5c3-ea71-11dc-964f-a823a2686b4b,,,,,.,,adobe:docid:indd:0e05e5c4-ea71-11dc-964f-a823a2686b4b,Standard V2.3 (128-bit),10.80,2024:04:18 13:15:42-04:00,2024:04:18 13:15:42-04:00,2024:04:18 13:15:42-04:00,Logitech_Squeezebox_Duet-ENG.pdf,rw-r--r--,453 kB,PDF,pdf,,,,,,,,,application/pdf,,,,,,,,,,,,,,,,,,,uuid:d23ab4bc-9aae-4728-a445-e504a4ce67bd,,,Yes,,"ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream","Inches, Inches, Inches, Inches, Inches, Inches","72.00, 72.00, 72.00, 72.00, 72.00, 72.00","72.00, 72.00, 72.00, 72.00, 72.00, 72.00","uuid:CB9D98F95DE811DC9D33B810C16D6168, adobe:docid:photoshop:1f482cb5-ee08-11d8-9e42-ac0363e4a255, uuid:E5ADDDEF5AE6DC11B073A40DC6646019, uuid:E3ADDDEF5AE6DC11B073A40DC6646019, uuid:E7ADDDEF5AE6DC11B073A40DC6646019, adobe:docid:photoshop:1f482cb5-ee08-11d8-9e42-ac0363e4a255",,"uuid:b32398a2-ac0c-11dc-9a4a-ce336124b69a, uuid:1f482cb6-ee08-11d8-9e42-ac0363e4a255, uuid:6a50d57c-d9c7-fb4d-9129-9bdd8fbe6dbe, uuid:eef62507-8b19-f845-9cc2-5c5b99ed6521, uuid:0bb00118-65af-6546-bd3d-9fb8fc7ebf16, uuid:1f482cb6-ee08-11d8-9e42-ac0363e4a255",,,,,2008:03:04 16:30:07-08:00,application/pdf,,2008:03:04 16:30:07-08:00,,,45,,,,,,,,,1.4,,Adobe PDF Library 8.0,,proof:pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPEG,256,(Binary data 7136 bytes),256,,False,,"Print, Copy, Extract, Print high-res",,"Adobe XMP Core 4.0-c316 44.253921, Sun Oct 01 2006 17:14:39",
Logitech-Takes-the-Hassle-Out-of-Building-Video-Conference-Rooms.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,10.80,2024:04:18 13:17:40-04:00,2024:04:18 13:17:40-04:00,2024:04:18 13:17:40-04:00,Logitech-Takes-the-Hassle-Out-of-Building-Video-Conference-Rooms.pdf,rw-r--r--,224 bytes,HTML,html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Object moved,,,,,,
