SourceFile,About,ACS_OpenAccess_Stamp,ACS_OpenAccess_Version,AggregationType,AnnotationUsageRights,AppleKeywords,ArchivedFileName,Author,Authors,AuthorsPosition,BlueMatrixColumn,BlueTRC,CaptionWriter,Category,CMMFlags,ColorSpaceData,Comments,Company,Compression,Conformance,ConnectionSpaceIlluminant,Contact,ContactRef,Copyright,CoverDate,CoverDisplayDate,CreateDate,CreationDate,Creator,CreatorContactInfo,CreatorTool,CrossmarkDomainExclusive,CrossMarkDomains,CrossMarkDomains005B1005D,CrossMarkDomains005B2005D,CrossMarkDomains_1_,CrossMarkDomains_2_,CrossmarkMajorVersionDate,Date,DateElement-refinement,DcTitle,Department,DepartmentRef,DerivedFromDocumentID,DerivedFromInstanceID,DerivedFromOriginalDocumentID,DerivedFromRenditionClass,Description,Description-en-GB,Description-x-repair,DeviceAttributes,DeviceManufacturer,DeviceMfgDesc,DeviceModel,DeviceModelDesc,Directory,DocChangeCount,DocumentID,DocumentUsageRights,Doi,EIssn,ElsevierWebPDFSpecifications,Encryption,EndingPage,Error,ExifToolVersion,Extracted,ExtraFlags,Figures,FileAccessDate,FileInodeChangeDate,FileModifyDate,FileName,FilePermissions,FileSize,FileType,FileTypeExtension,Flags,Format,FormUsageRights,Fpage,GrayTRC,GreenMatrixColumn,GreenTRC,GTS_PDFXConformance,GTS_PDFXVersion,HasXFA,Headline,HistoryAction,HistoryChanged,HistoryInstanceID,HistoryParameters,HistorySoftwareAgent,HistoryWhen,Identifier,IEEE_Article_ID,IEEE_Issue_ID,IEEE_Publication_ID,InstanceID,ISSN,IssueIdentifier,IssueName,JavJournalArticleVersion,JCALibraryBuild,Journal_article_version,Keywords,Label,Lang,Language,Linearized,LineCount,Lpage,Luminance,MajorVersionDate,Manager,ManifestLinkForm,ManifestReferenceDocumentID,ManifestReferenceInstanceID,Marked,MeasurementBacking,MeasurementFlare,MeasurementGeometry,MeasurementIlluminant,MeasurementObserver,MediaBlackPoint,MediaWhitePoint,MetadataDate,MIMEEncoding,MIMEType,ModDate,Modified,ModifyDate,Newlines,Number,NumPages,OperatingSystem,OriginalDocumentID,Owner,PageCount,PageImage,PageImageFormat,PageImageHeight,PageImagePageNumber,PageImageWidth,PageLayout,PageMode,PageRange,Part,PDFVersion,Physicalheightininches,Physicalwidthininches,PostscriptName,PrimaryPlatform,PrismDoi,PrismVersionIdentifier,Producer,ProfileBlob,ProfileClass,ProfileCMMType,ProfileConnectionSpace,ProfileCopyright,ProfileCreator,ProfileDateTime,ProfileDescription,ProfileDescriptionML,ProfileDescriptionML-ar-EG,ProfileDescriptionML-ca-ES,ProfileDescriptionML-cs-CZ,ProfileDescriptionML-da-DK,ProfileDescriptionML-de-DE,ProfileDescriptionML-el-GR,ProfileDescriptionML-es-ES,ProfileDescriptionML-fi-FI,ProfileDescriptionML-fr-FU,ProfileDescriptionML-he-IL,ProfileDescriptionML-hr-HR,ProfileDescriptionML-hu-HU,ProfileDescriptionML-it-IT,ProfileDescriptionML-ja-JP,ProfileDescriptionML-ko-KR,ProfileDescriptionML-nb-NO,ProfileDescriptionML-nl-NL,ProfileDescriptionML-pl-PL,ProfileDescriptionML-pt-BR,ProfileDescriptionML-pt-PO,ProfileDescriptionML-ro-RO,ProfileDescriptionML-ru-RU,ProfileDescriptionML-sk-SK,ProfileDescriptionML-sv-SE,ProfileDescriptionML-th-TH,ProfileDescriptionML-tr-TR,ProfileDescriptionML-uk-UA,ProfileDescriptionML-zh-CN,ProfileDescriptionML-zh-TW,ProfileFileSignature,ProfileID,ProfileVersion,PTEX_Fullbanner,PTEXFullbanner,PublicationDate,PublicationName,Publisher,RedMatrixColumn,RedTRC,RenderingIntent,RenditionClass,Rights,Rights-en-GB,RightsAgent,Robots,Sha1,SignatureUsageRights,SigningAuthority,SigningDate,Size,SlugChecksum,SlugFamily,SlugFontKind,SlugFontSense_12_Checksum,SlugFoundry,SlugKerningChecksum,SlugOutlineFileSize,SlugPostScriptName,SlugVersion,Source,SourceModified,StartingPage,State,Subject,Tables,TaggedPDF,Technology,ThumbnailFormat,ThumbnailHeight,ThumbnailImage,ThumbnailWidth,Title,Title-x-repair,Trapped,Type,URL,UsageTerms,UserAccess,Version,VersionID,VersionIdentifier,VersionRef,ViewingCondDesc,ViewingCondIlluminant,ViewingCondIlluminantType,ViewingCondSurround,Volume,Warning,WordCount,Words,WPS-ARTICLEDOI,WPS-JOURNALDOI,WPS-PROCLEVEL,XMPToolkit
salience2relevance.pdf,doi:10.1038/nmeth.1762,,,,,,,Bang Wong,,,,,,,,,,,,,,,,© 2011 Nature Publishing Group,,,2011:10:14 14:39:42+05:30,,Bang Wong,,Adobe InDesign CS5 (7.0.4),,,,,,,,,,,,,,,,,"Nature Methods 8, 889 (2011). doi:10.1038/nmeth.1762",,,,,,,,.,,uuid:f2ecf722-2ce6-40b9-b195-3e5ca675d11a,,10.1038/nmeth.1762,1548-7105,,,889,,12.70,,,,2024:04:16 13:26:15-04:00,2024:04:16 13:26:15-04:00,2024:04:16 13:26:15-04:00,salience2relevance.pdf,-rw-r--r--,249 kB,PDF,pdf,,application/pdf,,,,,,,,No,,,,,,,,doi:10.1038/nmeth.1762,,,,uuid:6fff3adf-68bc-4435-9a3b-386237ab2371,1548-7091,,,,,,,"Nature Methods 8, 889 (2011). doi:10.1038/nmeth.1762",,,No,,,,,,,,,True,,,,,,,,2011:10:25 17:08:36+05:30,,application/pdf,,,2011:10:25 17:08:36+05:30,,11,,,,,1,,,,,,,,,,1.6,,,,,,,Adobe PDF Library 9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-11-01,Nature Methods,Nature Publishing Group,,,,,"
        © 2011 Nature Publishing Group, a division of Macmillan Publishers Limited. All Rights Reserved.",,permissions@nature.com,,,,,,,,,,,,,,,,,,889,,"Nature Methods 8, 889 (2011). doi:10.1038/nmeth.1762",,,,,,,,Salience to relevance,,,,http://dx.doi.org/10.1038/nmeth.1762,,,,,,,,,,,8,,,,,,,"Adobe XMP Core 4.0-c321 44.398116, Tue Aug 04 2009 14:24:39"
samudrala_2019d.pdf,,10/15/2019 16:20:37 (AuthorChoice),v1.10,,,,,James Schuler; Ram Samudrala,,,,,,,,,,,,,,,,,,,2019:10:14 15:52:41-04:00,,PTC Arbortext Advanced Print Publisher 11.1.4300/W Library-x64,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,10.1021/acsomega.9b02160,,,,,,12.70,,,,2024:04:16 13:25:52-04:00,2024:04:16 13:25:52-04:00,2024:04:16 13:25:52-04:00,samudrala_2019d.pdf,-rw-r--r--,1636 kB,PDF,pdf,,,,17393,,,,,,,,,,,,,,,,,,,,,,VoR,4.1.i3 HF01,VoR,,,,,No,,17403,,,,,,,,,,,,,,,,,application/pdf,,,2021:01:18 13:20:48-08:00,,,,,,,11,,,,,,,,,,1.3,,,,,10.1021/acsomega.9b02160,Issue,Acrobat Distiller 8.1.0 (Windows); modified using iText 4.2.0 by 1T3XT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACS Omega 2019.4:17393-17403,,,,,,,,Fingerprinting CANDO: Increased Accuracy with Structure- and Ligand-Based Shotgun Drug Repurposing,,,,,,,,,Issue,,,,,,,,,,,,,
Schensted1961Paper.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,2007:04:18 00:05:10-05:00,,pdftk 1.41 - www.pdftk.com,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,12.70,,,,2024:04:16 13:26:57-04:00,2024:04:16 13:26:57-04:00,2024:04:16 13:26:57-04:00,Schensted1961Paper.pdf,-rw-r--r--,930 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,application/pdf,,,2007:04:18 00:05:10-05:00,,,,,,,13,,,,,,,,,,1.4,,,,,,,itext-paulo-155 (itextpdf.sf.net-lowagie.com),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scholarpedia2008v3p6539.pdf,,,,,,,,Gino Biondini,,,,,,,,,,,,,,,,,,,2008:10:27 00:00:00,,LaTeX with hyperref package,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,12.70,,,,2024:04:16 13:26:57-04:00,2024:04:16 13:26:58-04:00,2024:04:16 13:26:58-04:00,scholarpedia2008v3p6539.pdf,-rw-r--r--,1030 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KP,,,,No,,,,,,,,,,,,,,,,,,,application/pdf,,,,,,,,,,9,,,,,,,UseOutlines,,,1.4,,,,,,,pdfTeX-1.10b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KP,,,,,,,,Kadomtsev-Petviashvili equation,,,,,,,,,,,,,,,,Duplicate 'Author' entry in dictionary (ignored),,,,,,
Schweinsberg_et_al_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,2020:04:23 13:35:50+05:01,,Arbortext Advanced Print Publisher 10.0.1465/W Unicode,,Arbortext Advanced Print Publisher 10.0.1465/W Unicode,,,,,,,,,,,,,,,,,,"Downloaded from  https://www.cambridge.org/core. Colorado College Libraries, on 28 Apr 2020 at 20:05:56, subject to the Cambridge Core terms of use, available at https://www.cambridge.org/core/terms.",,,,,,,.,,uuid:530a56c0-89fa-4683-b009-4ba1b5a36d8b,,,,,,,,12.70,,,,2024:04:16 13:27:11-04:00,2024:04:16 13:27:12-04:00,2024:04:16 13:27:12-04:00,Schweinsberg_et_al_2020.pdf,-rw-r--r--,1221 kB,PDF,pdf,,application/pdf,,,,,,,,,,,,,,,,,,,,uuid:b2615cd4-99a4-489c-b86d-906d0039a10e,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,application/pdf,,,2020:04:28 20:05:56+00:00,,,,,,,15,,,,,,,,,,1.3,,,,,,,Acrobat Distiller 8.1.0 (Windows),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colorado College Libraries,,,,,,Not for further distribution unless allowed by the License or with the express written permission of Cambridge University Press.,,,,,,,,,,,,,,,,,https://doi.org/10.1017/qua.2020.21,,,,,,,,,,,,S0033589420000216jra 1..15,,,,,,,,,,,,,,,,,,,,,,
sci-philately.pdf,,,,,,,,Kristopher Miller,,,,,,,,,,,,,,,,,,,2013:02:13 13:40:21-05:00,,Kristopher Miller,,Safari,,,,,,,,,,,,,,,,,Exhibit of the University Libraries,,,,,,,,.,,uuid:20ef5965-ca7d-274a-b99e-4853c0aa3b58,,,,,,,,12.70,,,,2024:04:16 13:26:34-04:00,2024:04:16 13:26:35-04:00,2024:04:16 13:26:35-04:00,sci-philately.pdf,-rw-r--r--,11 MB,PDF,pdf,,application/pdf,,,,,,,,,,,,,,,,,,,,uuid:2f932799-1d93-a549-a9fd-a4cab72130d9,,,,,,,,,,en,No,,,,,,,,,,,,,,,,,2019:11:21 14:52:17-05:00,,application/pdf,,,2019:11:21 14:52:17-05:00,,,,,,,148,,,,,,,,,,1.6,,,,,,,Mac OS X 10.8.2 Quartz PDFContext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exhibit of the University Libraries,,Yes,,,,,,Sci Philately,,,,,,,,,,,,,,,,,,,,,,"Adobe XMP Core 5.6-c016 91.163616, 2018/10/29-16:58:49        "
search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,12.70,,,,2024:04:16 13:27:17-04:00,2024:04:16 13:27:17-04:00,2024:04:16 13:27:17-04:00,search,-rw-r--r--,7.5 kB,HTML,html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invalid HTML data,,,,,,
secondChancePolicy.pdf,,,,,"Create, Delete, Modify, Copy, Import, Export",,,REGISTRAR,,Registrar,,,Office of the Registrar,,,,,,,,,716.645.5698,/template/subform[1],,,,2022:03:18 12:44:46-04:00,,REGISTRAR,,Adobe LiveCycle Designer ES 10.0,,,,,,,,"9.11.17, 9.11.17",dc:created,,Office of the Registrar,/template/subform[1],,,,,For students who wish to be considered for grade forgiveness under the Second Chance Policy.,,,,,,,,.,,uuid:34d608df-107d-4fe5-aa94-3cc318b261e4,FullSave,,,,,,,12.70,,,,2024:04:16 13:26:12-04:00,2024:04:16 13:26:13-04:00,2024:04:16 13:26:13-04:00,secondChancePolicy.pdf,-rw-r--r--,762 kB,PDF,pdf,,application/pdf,"Add, FillIn, Delete, SubmitStandalone",,,,,,,Yes,,,,,,,,,,,,uuid:892e1966-3fda-41e7-b23f-f2baa6da09f8,,,,,,,"Second Chance, Policy, request",,,en,Yes,,,,,,,,,True,,,,,,,,2022:03:18 12:46:53-04:00,,application/pdf,,,2022:03:18 12:46:53-04:00,,,,,,,1,,,,,,,,,,1.7,,,,,,,Adobe LiveCycle Designer ES 10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Modify,ARE Acrobat Product v8.0 P23 0002337,2022:03:18 12:46:53-04:00,,,,,,,,,,,,,,,"Second Chance, Policy, request",,Yes,,,,,,Request for Application of the Second Chance Policy,,,,,,,8.0.1291.1.339988.308172,,,/template/subform[1],,,,,,,,,,,,"Adobe XMP Core 5.6-c015 84.159810, 2016/09/10-02:41:30        "
SecurityAndPrivacy.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,2001:07:31 13:13:59,,IEEE Copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,12.70,,,,2024:04:16 13:26:55-04:00,2024:04:16 13:26:55-04:00,2024:04:16 13:26:55-04:00,SecurityAndPrivacy.pdf,-rw-r--r--,566 kB,PDF,pdf,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,application/pdf,,,2003:04:02 13:55:51-05:00,,,,,,,10,,,,,,,,,,1.4,,,,,,,Acrobat PDFWriter 4.05 for Windows NT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biometric recognition: security and privacy concerns - IEEE Security & Privacy Magazine,,,,,,,,,,,,,,,,,,,,,,
sgnht_nips14.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,2014:10:10 15:44:01-04:00,,,,LaTeX with hyperref package,,,,,,,,,,,,,,,,,,,,,,,,,.,,uuid:9a3665c9-1e59-413e-b561-536440a2d11a,,,,,,,,12.70,,,,2024:04:16 13:25:51-04:00,2024:04:16 13:25:51-04:00,2024:04:16 13:25:51-04:00,sgnht_nips14.pdf,-rw-r--r--,436 kB,PDF,pdf,,application/pdf,,,,,,,,,,,,,,,,,,,,uuid:8aae9956-8d1e-4d8b-b4fe-52d0b48348f3,,,,,,,,,,,No,,,,,,,,,,,,,,,,,2014:10:10 15:51:38-04:00,,application/pdf,,,2014:10:10 15:51:38-04:00,,,,,,,9,,,,,,,UseOutlines,,,1.6,,,,,,,pdfTeX-1.40.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This is pdfTeX, Version 3.1415926-2.5-1.40.14 (TeX Live 2013) kpathsea version 6.1.1","This is pdfTeX, Version 3.1415926-2.5-1.40.14 (TeX Live 2013) kpathsea version 6.1.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,"Adobe XMP Core 4.2.1-c041 52.342996, 2008/05/07-20:48:00        "
short_NMR_manual.pdf,,,,,,,,Dan Holmes-MSU,,,,,,,,,,,,,,,,,,,2014:06:05 00:55:03-04:00,,Microsoft® Word 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,12.70,,,,2024:04:16 13:25:52-04:00,2024:04:16 13:25:52-04:00,2024:04:16 13:25:52-04:00,short_NMR_manual.pdf,-rw-r--r--,451 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en-US,No,,,,,,,,,,,,,,,,,,,application/pdf,,,2014:06:05 00:55:03-04:00,,,,,,,3,,,,,,,,,,1.5,,,,,,,Microsoft® Word 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,QuickGuide_VnmrJ.ppt,,,,,,,,,,,,,,,,,,,,,,
SIGMOD-UADBs.pdf,,,,,,,,"Su Feng, Aaron Huber, Boris Glavic, and Oliver Kennedy",,,,,,,,,,,,,,,,,,,2019:04:16 16:51:41-04:00,,LaTeX with acmart 2018/04/14 v1.53 Typesetting articles for the Association for Computing Machinery and hyperref 2018/11/30 v6.88e Hypertext links for LaTeX,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,12.70,,,,2024:04:16 13:26:52-04:00,2024:04:16 13:26:52-04:00,2024:04:16 13:26:52-04:00,SIGMOD-UADBs.pdf,-rw-r--r--,1096 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"uncertain data, incomplete data, annotations",,,,No,,,,,,,,,,,,,,,,,,,application/pdf,,,2019:04:16 16:51:41-04:00,,,,,,,18,,,,,,,UseOutlines,,,1.5,,,,,,,pdfTeX-1.40.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This is pdfTeX, Version 3.14159265-2.6-1.40.19 (TeX Live 2019/dev/Debian) kpathsea version 6.3.1/dev",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uncertainty Annotated Databases - A Lightweight Approach for Approximating Certain Answers,,False,,,,,,,,,,,,,,,,,,,,
smac.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,2004:06:15 15:41:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,12.70,,,,2024:04:16 13:26:32-04:00,2024:04:16 13:26:32-04:00,2024:04:16 13:26:32-04:00,smac.pdf,-rw-r--r--,350 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,application/pdf,,,2004:06:15 15:41:21,,,,,,,14,,,,,,,,,,1.3,,,,,,,Acrobat Distiller 4.05 for Sparc Solaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SomervilleAgnes.pdf,,,,,,,,mfs,,,,,,,,,,,,,,,,,,,2005:11:02 14:15:09,,PScript5.dll Version 5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,12.70,,,,2024:04:16 13:26:47-04:00,2024:04:16 13:26:47-04:00,2024:04:16 13:26:47-04:00,SomervilleAgnes.pdf,-rw-r--r--,1972 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,application/pdf,,,2005:11:02 14:15:10-05:00,,,,,,,4,,,,,,,,,,1.2,,,,,,,Acrobat Distiller 4.05 for Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft PowerPoint - Hurricane Agnes11- Somerville,,,,,,,,,,,,,,,,,,,,,,
sonoma.pdf,,,,,,,,mfs,,,,,,,,,,,,,,,,,,,2002:10:14 13:02:04,,Pscript.dll Version 5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,12.70,,,,2024:04:16 13:26:59-04:00,2024:04:16 13:26:59-04:00,2024:04:16 13:26:59-04:00,sonoma.pdf,-rw-r--r--,1594 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,application/pdf,,,2002:10:14 13:02:04-04:00,,,,,,,5,,,,,,,,,,1.3,,,,,,,Acrobat Distiller 4.05 for Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Acrobat Distiller, Job 6",,,,,,,,,,,,,,,,,,,,,,
soulpart1.pdf,,,,,,,,Administrator,,,,,,,,,,,,,,,,,,,2001:11:26 16:11:01-05:00,2001:11:26 21:11:01Z,Administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,12.70,,,,2024:04:16 13:26:38-04:00,2024:04:16 13:26:38-04:00,2024:04:16 13:26:38-04:00,soulpart1.pdf,-rw-r--r--,142 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,2001:11:26 21:11:01Z,,application/pdf,2001:11:26 21:11:01Z,,2001:11:26 16:11:01-05:00,,,,,,,18,,,,,,,,,,1.3,,,,,,,Acrobat Distiller 5.0 (Windows),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Documents2\Articles\Oldtext\Oldtxt\d\SOUL,,,,,,,,,,,,,,,,,,,,,,
spielberg238.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,2005:05:31 14:49:50Z,,,,ABBYY FineReader,,,,,,,,,,,,,,,,,,,,,,,,,.,,uuid:a08091a2-df6e-4571-8ff2-e4d506ec5d7b,,,,,,,,12.70,,,,2024:04:16 13:26:14-04:00,2024:04:16 13:26:15-04:00,2024:04:16 13:26:15-04:00,spielberg238.pdf,-rw-r--r--,9.3 MB,PDF,pdf,,application/pdf,,,,,,,,No,,,,,,,,,,,,uuid:dc9a0655-32bb-a045-acd8-e925f8e50280,,,,,,,,,,en,No,,,,,,,,,,,,,,,,,2019:11:19 13:12-05:00,,application/pdf,,,2019:11:19 13:12:00-05:00,,,,,,,238,,,,,,,,,,1.6,,,,,,,Acrobat Pro DC 19 Paper Capture Plug-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,James Joyce's Manuscripts and Letters at the University of Buffalo,,,,,,,,,,,,,,,,,,,,,,"Adobe XMP Core 5.6-c016 91.163616, 2018/10/29-16:58:49        "
Spinal_Cord_Module.pdf,,,,,,,,Microsoft Office User,,,,,,,,,,,,,,,,,,,2019:10:31 16:36:41+00:00,,Microsoft Office User,,Microsoft Word,,,,,,,,,,,,,,,,,,,,,,,,,.,,uuid:25FC0969-8E03-4FEE-A215-9345694FDDF9,,,,,,,,12.70,,,,2024:04:16 13:26:33-04:00,2024:04:16 13:26:33-04:00,2024:04:16 13:26:33-04:00,Spinal_Cord_Module.pdf,-rw-r--r--,1146 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,uuid:25FC0969-8E03-4FEE-A215-9345694FDDF9,,,,,,,,,,en-US,No,,,,,,,,,,,,,,,,,,,application/pdf,,,2019:10:31 16:36:41+00:00,,,,,,,7,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1-701
Spring06conductivity.pdf,,,,,,,,Administrator,,,,,,,,,,,,,,,,,,,2006:01:16 11:44:15,,Spring06conductivity.doc - Microsoft Word,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,12.70,,,,2024:04:16 13:26:23-04:00,2024:04:16 13:26:23-04:00,2024:04:16 13:26:23-04:00,Spring06conductivity.pdf,-rw-r--r--,267 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,application/pdf,,,,,,,,,,13,,,,,,,,,,1.2,,,,,,,Acrobat PDFWriter 5.0 for Windows NT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring06conductivity.doc,,,,,,,,,,,,,,,,,,,,,,
