SourceFile,About,AggregationType,AnnotationUsageRights,AppleKeywords,Author,BlueMatrixColumn,BlueTRC,CMMFlags,ColorSpaceData,Comments,Company,Composite,ConnectionSpaceIlluminant,Copyright,CoverDate,CoverDisplayDate,Created,CreateDate,CreationDate,CreationDate--Text,Creator,CreatorTool,CrossmarkDomainExclusive,CrossMarkDomains,CrossMarkDomains_1_,CrossmarkMajorVersionDate,DerivedFromDocumentID,DerivedFromInstanceID,DerivedFromOriginalDocumentID,DerivedFromRenditionClass,DerivedFromVersionID,Description,Description-x-repair,DeviceAttributes,DeviceManufacturer,DeviceMfgDesc,DeviceModel,DeviceModelDesc,Directory,DocumentID,DOI,Encryption,EndingPage,EPSprocessor,ExifToolVersion,FaceName,FamilyName,FileAccessDate,FileInodeChangeDate,FileModifyDate,FileName,FilePermissions,FileSize,FileType,FileTypeExtension,FontType,Format,GrammarlyDocumentId,GrayTRC,GreenMatrixColumn,GreenTRC,HasXFA,HistoryAction,HistoryChanged,HistoryParameters,HistorySoftwareAgent,HistoryWhen,Identifier,IEEE_Article_ID,IEEE_Issue_ID,IEEE_Publication_ID,InstanceID,ISSN,Journal_article_version,Keywords,Language,LastSaved,Library,Linearized,LineCount,Luminance,LXLf8mgiRzeQnt6Gn92MncNNnt7-lt_neGogqOndqLy939zweOo9ePmMaOmdqPnM6Tma,MajorVersionDate,ManifestLinkForm,ManifestPlacedResolutionUnit,ManifestPlacedXResolution,ManifestPlacedYResolution,ManifestReferenceDocumentID,ManifestReferenceInstanceID,Marked,MeasurementBacking,MeasurementFlare,MeasurementGeometry,MeasurementIlluminant,MeasurementObserver,MediaBlackPoint,MediaWhitePoint,MetadataDate,MIMEEncoding,MIMEType,ModDate,ModifyDate,Newlines,Number,OriginalDocumentID,PageCount,PageLayout,PageMode,PageRange,PDFVersion,PostscriptName,PrimaryPlatform,Producer,ProfileBlob,ProfileClass,ProfileCMMType,ProfileConnectionSpace,ProfileCopyright,ProfileCreator,ProfileDateTime,ProfileDescription,ProfileFileSignature,ProfileID,ProfileVersion,PTEX_Fullbanner,PTEXFullbanner,PublicationName,Publisher,RedMatrixColumn,RedTRC,RenderingIntent,RenditionClass,Robots,Session0020Id,Session_Id,SigningAuthority,SigningDate,SlugChecksum,SlugFamily,SlugFontKind,SlugFontSense_12_Checksum,SlugFoundry,SlugOutlineFileSize,SlugPostScriptName,SlugVersion,SourceModified,StartingPage,State,Subject,TaggedPDF,Technology,ThumbnailFormat,ThumbnailHeight,ThumbnailImage,ThumbnailWidth,Title,Title-x-repair,Trapped,URL,UserAccess,Username,Version,VersionID,VersionString,ViewingCondDesc,ViewingCondIlluminant,ViewingCondIlluminantType,ViewingCondSurround,Volume,Warning,WordCount,XMPToolkit,XPressPrivate
2021_01_15_gradescope_workshop.pdf,,,,,Eric E. Fredericksen,,,,,,,,,,,,,2021:01:15 13:11:46-05:00,,,Microsoft® PowerPoint® 2016,,,,,,,,,,,,,,,,,,.,,,,,,12.70,,,2024:04:16 13:07:24-04:00,2024:04:16 12:57:25-04:00,2024:04:16 12:57:25-04:00,2021_01_15_gradescope_workshop.pdf,-rw-r--r--,2.6 MB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,en-US,,,No,,,,,,,,,,,,,,,,,,,,,application/pdf,,2021:01:15 13:11:46-05:00,,,,31,,,,1.5,,,Microsoft® PowerPoint® 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Student Technology Survey,,,,,,,,,,,,,,,,,
21.pdf,,,,,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)","Not Embedded, Independent","RGB ",,,,0.9642 1 0.82491,,,,,2010:04:06 11:36:49-04:00,,,Adobe InDesign CS3 (5.0.4),Adobe InDesign CS3 (5.0.4),,,,,adobe:docid:indd:870b23bc-3ffc-11de-b8fe-caba9122aa77,587b0ba3-418f-11de-9d7e-f9bd10cfcd4f,,,,,,"Reflective, Glossy, Positive, Color",Hewlett-Packard,IEC http://www.iec.ch,sRGB,IEC 61966-2.1 Default RGB colour space - sRGB,.,adobe:docid:indd:587b0ba4-418f-11de-9d7e-f9bd10cfcd4f,,,,,12.70,,,2024:04:16 13:07:24-04:00,2024:04:16 12:57:20-04:00,2024:04:16 12:57:20-04:00,21.pdf,-rw-r--r--,2.7 MB,PDF,pdf,,application/pdf,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,uuid:597a6010-b258-413e-b972-8c0a37ec0abe,,,,,,,No,,76.03647 80 87.12462,,,"ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream","Inches, Inches, Inches, Inches, Inches, Inches, Inches, Inches, Inches, Inches, Inches, Inches","1500.00, 1500.00, 1500.00, 100.00, 1500.00, 300.00, 1500.00, 800.00, 1500.00, 304.80, 300.00, 1500.00","1500.00, 1500.00, 1500.00, 100.00, 1500.00, 300.00, 1500.00, 800.00, 1500.00, 304.80, 300.00, 1500.00","uuid:6293AF65B26FDD119F37F9496D716FB2, uuid:9A3345B54DB7DE11BE4BB72EFEE0BCC7, uuid:9A3345B54DB7DE11BE4BB72EFEE0BCC7, uuid:D233D5FEF2D0DD11A61D8FBA1928656E, uuid:9A3345B54DB7DE11BE4BB72EFEE0BCC7, uuid:5613BAE7841BDD118EEC919FFBEF6F78, uuid:6293AF65B26FDD119F37F9496D716FB2, uuid:8521EBBAB96FDD119F37F9496D716FB2, uuid:6293AF65B26FDD119F37F9496D716FB2, uuid:7106D3DB7AFCDE11921BC344E4CA73DC, uuid:ABB68CBE412FDD11B9E3B5E6D20FA087, uuid:6293AF65B26FDD119F37F9496D716FB2","uuid:6393AF65B26FDD119F37F9496D716FB2, uuid:1F28414F4FB7DE11BE4BB72EFEE0BCC7, uuid:1F28414F4FB7DE11BE4BB72EFEE0BCC7, uuid:A501E3FAB1DCDD11B327EC8BF3B0E572, uuid:1F28414F4FB7DE11BE4BB72EFEE0BCC7, uuid:5713BAE7841BDD118EEC919FFBEF6F78, uuid:6393AF65B26FDD119F37F9496D716FB2, uuid:8621EBBAB96FDD119F37F9496D716FB2, uuid:6393AF65B26FDD119F37F9496D716FB2, uuid:7206D3DB7AFCDE11921BC344E4CA73DC, uuid:ACB68CBE412FDD11B9E3B5E6D20FA087, uuid:6393AF65B26FDD119F37F9496D716FB2",,0 0 0,0.999%,Unknown,D65,CIE 1931,0 0 0,0.95045 1 1.08905,2010:04:12 15:23:29-04:00,,application/pdf,,2010:04:12 15:23:29-04:00,,,,7,,,,1.6,,Microsoft Corporation,Adobe PDF Library 8.0,,Display Device Profile,Linotronic,"XYZ ",Copyright (c) 1998 Hewlett-Packard Company,Hewlett-Packard,1998:02:09 06:49:00,sRGB IEC61966-2.1,acsp,0,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",Media-Relative Colorimetric,proof:pdf,,,,,,,,,,,,,,,,,,No,Cathode Ray Tube Display,JPEG,256,"(Binary data 10792 bytes, use -b option to extract)",256,,,False,,,,,,,Reference Viewing Condition in IEC61966-2.1,19.6445 20.3718 16.8089,D50,3.92889 4.07439 3.36179,,,,"Adobe XMP Core 4.0-c321 44.398116, Tue Aug 04 2009 14:24:39",
36.pdf,,,,,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)","Not Embedded, Independent","RGB ",,,,0.9642 1 0.82491,,,,,2010:02:18 16:26:21-05:00,,,Adobe InDesign CS3 (5.0.4),Adobe InDesign CS3 (5.0.4),,,,,adobe:docid:indd:870b23bc-3ffc-11de-b8fe-caba9122aa77,587b0ba3-418f-11de-9d7e-f9bd10cfcd4f,,,,,,"Reflective, Glossy, Positive, Color",Hewlett-Packard,IEC http://www.iec.ch,sRGB,IEC 61966-2.1 Default RGB colour space - sRGB,.,adobe:docid:indd:587b0ba4-418f-11de-9d7e-f9bd10cfcd4f,,,,,12.70,,,2024:04:16 13:07:24-04:00,2024:04:16 12:57:26-04:00,2024:04:16 12:57:26-04:00,36.pdf,-rw-r--r--,6.0 MB,PDF,pdf,,application/pdf,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,uuid:78633ad2-8642-40aa-acbe-77e5d54807e2,,,,,,,No,,76.03647 80 87.12462,,,"ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream","Inches, Inches, Inches, Inches, Inches, Inches, Inches, Inches, Inches, Inches","800.00, 800.00, 400.00, 800.00, 800.00, 400.00, 800.00, 800.00, 800.00, 800.00","800.00, 800.00, 400.00, 800.00, 800.00, 400.00, 800.00, 800.00, 800.00, 800.00","uuid:9629D86A926FDD119F37F9496D716FB2, uuid:9629D86A926FDD119F37F9496D716FB2, adobe:docid:photoshop:308b448e-66fb-11d8-92d2-d848fd321d2a, uuid:9629D86A926FDD119F37F9496D716FB2, uuid:9629D86A926FDD119F37F9496D716FB2, adobe:docid:photoshop:308b448e-66fb-11d8-92d2-d848fd321d2a, uuid:9629D86A926FDD119F37F9496D716FB2, uuid:BE5EC7D28C6FDD119F37F9496D716FB2, uuid:5E41B240936FDD119F37F9496D716FB2, uuid:9629D86A926FDD119F37F9496D716FB2","uuid:9729D86A926FDD119F37F9496D716FB2, uuid:9729D86A926FDD119F37F9496D716FB2, uuid:308b4491-66fb-11d8-92d2-d848fd321d2a, uuid:9729D86A926FDD119F37F9496D716FB2, uuid:9729D86A926FDD119F37F9496D716FB2, uuid:308b4491-66fb-11d8-92d2-d848fd321d2a, uuid:9729D86A926FDD119F37F9496D716FB2, uuid:BF5EC7D28C6FDD119F37F9496D716FB2, uuid:5F41B240936FDD119F37F9496D716FB2, uuid:9729D86A926FDD119F37F9496D716FB2",,0 0 0,0.999%,Unknown,D65,CIE 1931,0 0 0,0.95045 1 1.08905,2010:04:12 15:21:13-04:00,,application/pdf,,2010:04:12 15:21:13-04:00,,,,9,,,,1.6,,Microsoft Corporation,Adobe PDF Library 8.0,,Display Device Profile,Linotronic,"XYZ ",Copyright (c) 1998 Hewlett-Packard Company,Hewlett-Packard,1998:02:09 06:49:00,sRGB IEC61966-2.1,acsp,0,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",Media-Relative Colorimetric,proof:pdf,,,,,,,,,,,,,,,,,,No,Cathode Ray Tube Display,JPEG,256,"(Binary data 11969 bytes, use -b option to extract)",256,,,False,,,,,,,Reference Viewing Condition in IEC61966-2.1,19.6445 20.3718 16.8089,D50,3.92889 4.07439 3.36179,,,,"Adobe XMP Core 4.0-c321 44.398116, Tue Aug 04 2009 14:24:39",
5010.pdf,,,,,,,,,,,,,,,,,,2015:05:21 10:19:04-06:00,,,QuarkXPress(R) 9.53r1,QuarkXPress(R) 9.53r1,,,,,,,,,,,,,,,,,.,uuid:28f457c8-d811-4994-9161-0c6fd280cb9a,,Standard V4.4 (128-bit),,,12.70,,,2024:04:16 13:07:24-04:00,2024:04:16 12:57:15-04:00,2024:04:16 12:57:15-04:00,5010.pdf,-rw-r--r--,55 kB,PDF,pdf,,application/pdf,,,,,,,,,,,,,,,uuid:a472e3bd-6510-4ddf-8bdb-b4aaca6e4b4c,,,,,,,No,,,,,,,,,,,,,,,,,,,2015:05:21 10:19:27-05:00,,application/pdf,,2015:05:21 10:19:27-05:00,,,,1,,,,1.6,,,QuarkXPress(R) 9.53r1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LabDiet Product Sheets,,,,"Print, Extract, Print high-res",,,,,,,,,,,,"Adobe XMP Core 5.4-c005 78.147326, 2012/08/23-13:03:03        ","%%DocumentProcessColors: Cyan Magenta Yellow Black
%%EndComments"
6.pdf,,,,,,0.14919 0.06322 0.74457,"(Binary data 14 bytes, use -b option to extract)","Not Embedded, Independent","RGB ",,,,0.9642 1 0.82491,,,,,2010:02:23 11:33:23-05:00,,,Adobe InDesign CS3 (5.0.4),Adobe InDesign CS3 (5.0.4),,,,,adobe:docid:indd:870b23bc-3ffc-11de-b8fe-caba9122aa77,587b0ba3-418f-11de-9d7e-f9bd10cfcd4f,,,,,,"Reflective, Glossy, Positive, Color",none,,,,.,adobe:docid:indd:587b0ba4-418f-11de-9d7e-f9bd10cfcd4f,,,,,12.70,,,2024:04:16 13:07:24-04:00,2024:04:16 12:57:27-04:00,2024:04:16 12:57:27-04:00,6.pdf,-rw-r--r--,5.1 MB,PDF,pdf,,application/pdf,,,0.20528 0.62567 0.06087,"(Binary data 14 bytes, use -b option to extract)",,,,,,,,,,,uuid:dd3f61e2-42d1-427f-b8db-79281323a640,,,,,,,No,,,,,"ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream","Inches, Inches, Inches, Inches, Inches","72.00, 800.00, 800.00, 1500.00, 800.00","72.00, 800.00, 800.00, 1500.00, 800.00","adobe:docid:photoshop:1d480dd5-c597-11da-84a5-dbb358c0223d, uuid:BE5EC7D28C6FDD119F37F9496D716FB2, uuid:5A67E1A4A273DD1188B0DBDD6D72F998, uuid:F8333A7FA473DD1188B0DBDD6D72F998, uuid:48C0F0F59C73DD1188B0DBDD6D72F998","uuid:4d1b0873-c598-11da-84a5-dbb358c0223d, uuid:BF5EC7D28C6FDD119F37F9496D716FB2, uuid:CAD399B6A373DD1188B0DBDD6D72F998, uuid:F9333A7FA473DD1188B0DBDD6D72F998, uuid:49C0F0F59C73DD1188B0DBDD6D72F998",,,,,,,0 0 0,0.95045 1 1.08905,2010:04:12 15:33:03-04:00,,application/pdf,,2010:04:12 15:33:03-04:00,,,,9,,,,1.6,,Microsoft Corporation,Adobe PDF Library 8.0,,Display Device Profile,Adobe Systems Inc.,"XYZ ",Copyright (c) 1999 Adobe Systems Incorporated. All Rights Reserved.,Adobe Systems Inc.,1999:06:03 00:00:00,Adobe RGB (1998),acsp,0,2.1.0,,,,,0.60974 0.31111 0.01947,"(Binary data 14 bytes, use -b option to extract)",Media-Relative Colorimetric,proof:pdf,,,,,,,,,,,,,,,,,,No,,JPEG,256,"(Binary data 10650 bytes, use -b option to extract)",256,,,False,,,,,,,,,,,,,,"Adobe XMP Core 4.0-c321 44.398116, Tue Aug 04 2009 14:24:39",
72.pdf,,,,,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)","Not Embedded, Independent","RGB ",,,,0.9642 1 0.82491,,,,,2010:02:23 12:56:01-05:00,,,Adobe InDesign CS3 (5.0.4),Adobe InDesign CS3 (5.0.4),,,,,adobe:docid:indd:870b23bc-3ffc-11de-b8fe-caba9122aa77,587b0ba3-418f-11de-9d7e-f9bd10cfcd4f,,,,,,"Reflective, Glossy, Positive, Color",Hewlett-Packard,IEC http://www.iec.ch,sRGB,IEC 61966-2.1 Default RGB colour space - sRGB,.,adobe:docid:indd:587b0ba4-418f-11de-9d7e-f9bd10cfcd4f,,,,,12.70,,,2024:04:16 13:07:24-04:00,2024:04:16 12:57:20-04:00,2024:04:16 12:57:20-04:00,72.pdf,-rw-r--r--,6.0 MB,PDF,pdf,,application/pdf,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,uuid:9c125741-77d6-4c18-97e6-15cb104feb20,,,,,,,No,,76.03647 80 87.12462,,,"ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream, ReferenceStream","Inches, Inches, Inches, Inches, Inches, Inches, Inches, Inches","800.00, 800.00, 800.00, 800.00, 800.00, 800.00, 800.00, 800.00","800.00, 800.00, 800.00, 800.00, 800.00, 800.00, 800.00, 800.00","uuid:D8A579FAB96FDD119F37F9496D716FB2, uuid:D8A579FAB96FDD119F37F9496D716FB2, uuid:D8A579FAB96FDD119F37F9496D716FB2, uuid:D8A579FAB96FDD119F37F9496D716FB2, uuid:D8A579FAB96FDD119F37F9496D716FB2, uuid:E4AE87A6B46FDD119F37F9496D716FB2, uuid:D8A579FAB96FDD119F37F9496D716FB2, uuid:D8A579FAB96FDD119F37F9496D716FB2","uuid:D9A579FAB96FDD119F37F9496D716FB2, uuid:D9A579FAB96FDD119F37F9496D716FB2, uuid:D9A579FAB96FDD119F37F9496D716FB2, uuid:D9A579FAB96FDD119F37F9496D716FB2, uuid:D9A579FAB96FDD119F37F9496D716FB2, uuid:19661BFCAE73DD11B41FBFD9B6877F50, uuid:D9A579FAB96FDD119F37F9496D716FB2, uuid:D9A579FAB96FDD119F37F9496D716FB2",,0 0 0,0.999%,Unknown,D65,CIE 1931,0 0 0,0.95045 1 1.08905,2010:04:12 15:11:47-04:00,,application/pdf,,2010:04:12 15:11:47-04:00,,,,10,,,,1.6,,Microsoft Corporation,Adobe PDF Library 8.0,,Display Device Profile,Linotronic,"XYZ ",Copyright (c) 1998 Hewlett-Packard Company,Hewlett-Packard,1998:02:09 06:49:00,sRGB IEC61966-2.1,acsp,0,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",Media-Relative Colorimetric,proof:pdf,,,,,,,,,,,,,,,,,,No,Cathode Ray Tube Display,JPEG,256,"(Binary data 11225 bytes, use -b option to extract)",256,,,False,,,,,,,Reference Viewing Condition in IEC61966-2.1,19.6445 20.3718 16.8089,D50,3.92889 4.07439 3.36179,,,,"Adobe XMP Core 4.0-c321 44.398116, Tue Aug 04 2009 14:24:39",
Arrow98.pdf,,,,,,,,,,,,,,,,,,2000:10:06 06:43:35,,,,,,,,,,,,,,,,,,,,,.,,,Standard V1.2 (40-bit),,,12.70,,,2024:04:16 13:07:24-04:00,2024:04:16 12:57:13-04:00,2024:04:16 12:57:13-04:00,Arrow98.pdf,-rw-r--r--,69 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,application/pdf,,2001:09:07 15:48:27-04:00,,,,10,,UseOutlines,,1.3,,,Acrobat Distiller 4.0 for Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,What Has Economics to Say About Racial Discrimination?,,,,"Print, Copy, Annotate, Fill forms, Extract, Assemble, Print high-res",,,,,,,,,,,,,
Availability.pdf,,,,,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)","Not Embedded, Independent","RGB ",,,,0.9642 1 0.82491,,,,,2020:12:01 19:26:46Z,,,Word,,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",Hewlett-Packard,IEC http://www.iec.ch,sRGB,IEC 61966-2.1 Default RGB colour space - sRGB,.,,,,,,12.70,,,2024:04:16 13:00:14-04:00,2024:04:16 12:58:11-04:00,2024:04:16 12:58:11-04:00,Availability.pdf,-rw-r--r--,210 kB,PDF,pdf,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,No,,76.03647 80 87.12462,,,,,,,,,,0 0 0,0.999%,Unknown,D65,CIE 1931,0 0 0,0.95045 1 1.08905,,,application/pdf,,2020:12:01 19:26:46Z,,,,3,,,,1.4,,Microsoft Corporation,macOS Version 10.15.7 (Build 19H15) Quartz PDFContext,,Display Device Profile,Linotronic,"XYZ ",Copyright (c) 1998 Hewlett-Packard Company,Hewlett-Packard,1998:02:09 06:49:00,sRGB IEC61966-2.1,acsp,0,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",Perceptual,,,,,,,,,,,,,,,,,,,,Cathode Ray Tube Display,,,,,Microsoft Word - Availability.docx,,,,,,,,,Reference Viewing Condition in IEC61966-2.1,19.6445 20.3718 16.8089,D50,3.92889 4.07439 3.36179,,,,,
award_2nd_Fed_NCE.pdf,,,,,BKavanaugh,,,,,,,,,,,,,2023:08:21 06:31:05-04:00,,,BKavanaugh,Acrobat PDFMaker 17 for Word,,,,,,,,,,,,,,,,,.,uuid:c900e89e-d5de-4e87-a988-f8a7bfabd06e,,,,,12.70,,,2024:04:16 13:07:24-04:00,2024:04:16 12:57:30-04:00,2024:04:16 12:57:30-04:00,award_2nd_Fed_NCE.pdf,-rw-r--r--,119 kB,PDF,pdf,,application/pdf,,,,,No,,,,,,,,,,uuid:28bac577-34ab-480d-8e1a-588b03d9093a,,,,EN-US,,,No,,,,,,,,,,,,,,,,,,,2023:08:21 07:14:23-04:00,,application/pdf,,2023:08:21 07:14:23-04:00,,,,1,OneColumn,,,1.6,,,Adobe PDF Library 17.11.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D:20230821102837,,1,4,Yes,,,,,,,,,,,,1.1,,,,,,,,,,"Adobe XMP Core 5.6-c017 91.164464, 2020/06/15-10:20:05        ",
BatesJacobs_PsychRev2020.pdf,,,,,,,,,,,,,,,,,,2020:10:12 10:03:05Z,,,,XPP,,,,,,,,,,,,,,,,,.,uuid:4f38cc09-2faa-28ca-7e07-991d077bb812,,,,,12.70,,,2024:04:16 13:07:24-04:00,2024:04:16 12:58:12-04:00,2024:04:16 12:58:12-04:00,BatesJacobs_PsychRev2020.pdf,-rw-r--r--,3.0 MB,PDF,pdf,,application/pdf,,,,,,,,,,,,,,,uuid:5805764f-d23b-296c-79ba-991d077bb812,,,,,,,Yes,,,,,,,,,,,,,,,,,,,2020:10:12 10:26:39-04:00,,application/pdf,,2020:10:12 10:26:39-04:00,,,,27,,UseOutlines,,1.3,,,Adobe LiveCycle PDF Generator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adobe XMP Core 6.2.6,
bcm_charter.pdf,,,,,Robert Schrack,,,,,,,,,,,,,2022:08:11 09:46:12-04:00,,,Robert Schrack,Microsoft® Word 2016,,,,,,,,,,,,,,,,,.,uuid:e18ee9a7-65ad-4184-b69a-e0348130dfb4,,,,,12.70,,,2024:04:16 13:07:24-04:00,2024:04:16 12:57:21-04:00,2024:04:16 12:57:21-04:00,bcm_charter.pdf,-rw-r--r--,1095 kB,PDF,pdf,,application/pdf,,,,,,,,,,,,,,,uuid:e525734a-6a11-4fc8-81dd-85f9f8e38c4e,,,,en-US,,,Yes,,,,,,,,,,,,,,,,,,,2022:08:23 10:43:05-04:00,,application/pdf,,2022:08:23 10:43:05-04:00,,,,14,,,,1.5,,,Microsoft® Word 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,"Adobe XMP Core 5.4-c006 80.159825, 2016/09/16-03:31:08        ",
behavioral_brain.pdf,,,,,NS,,,,,,,,,,,,,1999:05:21 03:30:46,,,QuarkXPressª: LaserWriter 8 8.3.3,,,,,,,,,,,,,,,,,,.,,,,,,12.70,,,2024:04:16 13:07:24-04:00,2024:04:16 12:57:36-04:00,2024:04:16 12:57:36-04:00,behavioral_brain.pdf,-rw-r--r--,787 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,application/pdf,,1999:05:27 11:18:35,,,,84,,,,1.2,,,Acrobat Distiller 3.02 for Power Macintosh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CD6537.253-279,,,,,,,,,,,,,,,,,
Benson.pdf,,,,,Brian Bell,,,,,,,,,,,,,2013:04:19 12:14:50Z,,,Word,,,,,,,,,,,,,,,,,,.,,,,,,12.70,,,2024:04:16 12:58:48-04:00,2024:04:16 12:57:28-04:00,2024:04:16 12:57:28-04:00,Benson.pdf,-rw-r--r--,201 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,application/pdf,,2013:04:19 12:14:50Z,,,,16,,,,1.3,,,Mac OS X 10.7.5 Quartz PDFContext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KatherineBenson,,,,,,,,,,,,,,,,,
Bidone_PLoSComputBiol_2019.pdf,,,,,"Tamara C. Bidone, Austin V. Skeeters, Patrick W. Oakes, Gregory A. Voth",,,,,,,,,,,,,2019:06:13 08:58:26+05:30,,,"Tamara C. Bidone, Austin V. Skeeters, Patrick W. Oakes, Gregory A. Voth",,false,www.ploscompbiol.org,,2019-06-14,,,,,,,,,,,,,.,,10.1371/journal.pcbi.1007077,,,PStill version 1.84.36,12.70,,,2024:04:16 13:07:24-04:00,2024:04:16 12:57:28-04:00,2024:04:16 12:57:28-04:00,Bidone_PLoSComputBiol_2019.pdf,-rw-r--r--,1883 kB,PDF,pdf,,,,,,,,,,,,,doi:10.1371/journal.pcbi.1007077,,,,,,,,en,,,No,,,,2019-06-14,,,,,,,,,,,,,,,2019:06:13 08:58:42+05:30,,application/pdf,,2019:06:13 08:58:42+05:30,,,,20,,,,1.6,,,PDFlib+PDI 9.0.6 (C++/Win64); modified using iTextSharp™ 5.5.3 ©2000-2014 iText Group NV (AGPL-version),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Multiscale model of integrin adhesion assembly,,,http://dx.doi.org/10.1371/journal.pcbi.1007077,,,,,,,,,,,,,Adobe XMP Core 5.1.0-jc003,
Business_Feasibility_Study_Outline.pdf,uuid:e1f1036d-1bae-43d8-8644-1f97873539d2,,,,,,,,,,,,,,,,,2005:06:13 10:42:07Z,,,Adobe InDesign CS (3.0.1),Adobe InDesign CS (3.0.1),,,,,adobe:docid:indd:3d2ff572-d239-11d9-8f97-dab91faa5706,891a150b-dbb4-11d9-922b-fafafbd912fa,,,1,,,,,,,,.,adobe:docid:indd:891a150c-dbb4-11d9-922b-fafafbd912fa,,Standard V2.3 (128-bit),,,12.70,,,2024:04:16 13:07:24-04:00,2024:04:16 12:57:19-04:00,2024:04:16 12:57:19-04:00,Business_Feasibility_Study_Outline.pdf,-rw-r--r--,122 kB,PDF,pdf,,application/pdf,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,2005:06:14 12:43:39+08:00,,application/pdf,,2005:06:14 12:43:39+08:00,,,,14,,,,1.5,,,Adobe PDF Library 6.0,,,,,,,,,,,,,,,,,,,proof:pdf,,,,,,,,,,,,,,,,,,,,,,,,Ent_Bus_Inn_V22.indd,,False,,"Print, Print high-res",,,1,,,,,,,,,"XMP toolkit 2.9.1-13, framework 1.6",
c03-AV.pdf,,,"Create, Delete, Modify, Copy, Import, Export",,,,,,,,,,,,,,,2012:11:12 16:44:02+05:30,,,Arbortext Advanced Print Publisher 9.1.490/W Unicode,Arbortext Advanced Print Publisher 9.1.490/W Unicode,,,,,,,,,,,,,,,,,.,uuid:cd2610ca-7a76-49ea-96db-0a606db46709,,Standard V2.3 (128-bit),,,12.70,,,2024:04:16 13:07:24-04:00,2024:04:16 12:57:18-04:00,2024:04:16 12:57:18-04:00,c03-AV.pdf,-rw-r--r--,4.0 MB,PDF,pdf,,application/pdf,,,,,No,,,,,,,,,,uuid:d1f968ec-e61b-4a61-8365-9bb2c7702bdc,,,,,,,No,,,,,,,,,,,,,,,,,,,2012:12:04 21:59:04Z,,application/pdf,,2012:12:04 21:59:04Z,,,,32,,,,1.6,,,Acrobat Distiller 8.1.0 (Windows),,,,,,,,,,,,,,,,,,,,,,,ARE_Acrobat Collaboration V7.0 P9 0000109,2012:11:12 16:44:46+05:30,,,,,,,,,,,,,,,,,,,untitled,,,,"Print, Copy, Annotate, Extract",,,,,,,,,,,,"Adobe XMP Core 5.4-c005 78.147326, 2012/08/23-13:03:03        ",
