SourceFile,AIBuildNumber,AIColorModel,AIColorUsage,AICreatorVersion,AINumLayers,AIRulerUnits,AITargetResolution,AppleKeywords,Author,BlueMatrixColumn,BlueTRC,BoundingBox,ChromaticAdaptation,CMMFlags,ColorSpaceData,ConnectionSpaceIlluminant,ContainerVersion,CreateDate,Creator,CreatorContactInfo,CreatorSubTool,CreatorTool,CreatorVersion,DerivedFrom,DerivedFromDocumentID,DerivedFromInstanceID,DerivedFromOriginalDocumentID,DerivedFromRenditionClass,DeviceAttributes,DeviceManufacturer,DeviceMfgDesc,DeviceModel,DeviceModelDesc,Directory,DocumentID,Error,ExifToolVersion,Extracted,FileAccessDate,FileInodeChangeDate,FileModifyDate,FileName,FilePermissions,FileSize,FileType,FileTypeExtension,FontComposite,FontFace,FontFamily,FontFileName,FontName,FontType,FontVersion,For,Format,GreenMatrixColumn,GreenTRC,HasVisibleOverprint,HasVisibleTransparency,HasXFA,HistoryAction,HistoryChanged,HistoryInstanceID,HistoryParameters,HistorySoftwareAgent,HistoryWhen,ImageHeight,ImageSize,ImageWidth,IngredientsDocumentID,IngredientsFilePath,IngredientsInstanceID,InstanceID,Language,Linearized,LineCount,Luminance,ManifestLinkForm,ManifestReferenceDocumentID,ManifestReferenceFilePath,ManifestReferenceInstanceID,MaxPageSizeH,MaxPageSizeUnit,MaxPageSizeW,MeasurementBacking,MeasurementFlare,MeasurementGeometry,MeasurementIlluminant,MeasurementObserver,MediaBlackPoint,MediaWhitePoint,Megapixels,MetadataDate,MIMEEncoding,MIMEType,Modified,ModifyDate,Newlines,NPages,NumPages,OriginalDocumentID,PageCount,PageLayout,PageMode,PDFVersion,Physicalheightininches,Physicalwidthininches,PlateNames,PrimaryPlatform,Producer,ProfileClass,ProfileCMMType,ProfileConnectionSpace,ProfileCopyright,ProfileCreator,ProfileDateTime,ProfileDescription,ProfileFileSignature,ProfileID,ProfileVersion,PTEX_Fullbanner,RedMatrixColumn,RedTRC,Referrer,Refresh,RenderingIntent,RenditionClass,Sha1,Size,SlugChecksum,SlugFamily,SlugFontKind,SlugFontSense_12_Checksum,SlugFoundry,SlugKerningChecksum,SlugOutlineFileSize,SlugPostScriptName,SlugVersion,StartupProfile,Subject,SwatchColorantBlack,SwatchColorantBlue,SwatchColorantCyan,SwatchColorantGreen,SwatchColorantMagenta,SwatchColorantMode,SwatchColorantRed,SwatchColorantSwatchName,SwatchColorantTint,SwatchColorantType,SwatchColorantYellow,SwatchGroupName,SwatchGroupType,TaggedPDF,Technology,ThumbnailFormat,ThumbnailHeight,ThumbnailImage,ThumbnailWidth,Title,Trapped,ViewingCondDesc,ViewingCondIlluminant,ViewingCondIlluminantType,ViewingCondSurround,Warning,WordCount,XMPToolkit
HowBrandsConnectDuringRio2016-OneSheet.pdf,,,,,,,,,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,"Not Embedded, Independent","RGB ",0.9642 1 0.82491,,2016:07:29 00:30:14.000Z,Keynote,,,Keynote,,,,,,,"Reflective, Glossy, Positive, Color",Hewlett-Packard,IEC http://www.iec.ch,sRGB,IEC 61966-2.1 Default RGB colour space - sRGB,.,,,12.70,2020:03:03 04:49:04.450Z,2024:04:16 13:52:14-04:00,2024:04:16 13:52:14-04:00,2024:04:16 13:52:14-04:00,HowBrandsConnectDuringRio2016-OneSheet.pdf,-rw-r--r--,1864 kB,PDF,pdf,,,,,,,,,application/pdf,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,Yes,,76.03647 80 87.12462,,,,,,,,0 0 0,0.999%,Unknown,D65,CIE 1931,0 0 0,0.95045 1 1.08905,,2016:07:29 00:30:14.000Z,,application/pdf,2016:07:29 23:41:28.053Z,2016:07:29 00:30:14.000Z,,,2,,2,,,1.4,48.72222222222222,34.44444444444444,,Microsoft Corporation,Mac OS X 10.10.5 Quartz PDFContext,Display Device Profile,Linotronic,"XYZ ",Copyright (c) 1998 Hewlett-Packard Company,Hewlett-Packard,1998:02:09 06:49:00,sRGB IEC61966-2.1,acsp,0,2.1.0,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",,,Perceptual,,f69785024deb4f514fd764458c2e2c502a9fe011,1863814,,,,,,,,,,,,,,,,,,,,,,,,,,Cathode Ray Tube Display,,,,,#Rio2016_Research 2-pager_GLOBAL (3).key,,Reference Viewing Condition in IEC61966-2.1,19.6445 20.3718 16.8089,D50,3.92889 4.07439 3.36179,,,"Adobe XMP Core 5.6-c148 79.164050, 2019/10/01-18:03:16        "
India-ITR-Dec-2022.pdf,,,,,,,,,,,,,,,,,,2022:12:09 17:53:53Z,,,,,,,,,,,,,,,,.,,,12.70,2022:12:09 17:52:39.515Z,2024:04:16 13:54:01-04:00,2024:04:16 13:54:01-04:00,2024:04:16 13:54:01-04:00,India-ITR-Dec-2022.pdf,-rw-r--r--,110 kB,PDF,pdf,,,,,,,,,application/pdf,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,application/pdf,2022:12:09 17:53:53.751Z,2022:12:09 17:53:53Z,,,4,,4,,,1.4,11.0,8.5,,,Skia/PDF m110 Google Docs Renderer,,,,,,,,,,,,,,,,,,7b2bd1ba3f26411b7401dbb2c024c913a10d6390,103199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[FINAL] Dec 2022 ITR - Twitter India Transparency Report - Grievance Officer - India complaints,,,,,,,,"Adobe XMP Core 5.6-c148 79.164050, 2019/10/01-18:03:16        "
India-ITR-December-2023.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,12.70,,2024:04:16 13:54:19-04:00,2024:04:16 13:54:19-04:00,2024:04:16 13:54:19-04:00,India-ITR-December-2023.pdf,-rw-r--r--,185 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,application/pdf,,,,,,,4,,,1.4,,,,,Skia/PDF m121 Google Docs Renderer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[Final] Dec 2023 ITR - Twitter India Transparency Report - Grievance Officer - India complaints,,,,,,,,
India-ITR-Feb-2023.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,12.70,,2024:04:16 13:53:26-04:00,2024:04:16 13:53:26-04:00,2024:04:16 13:53:26-04:00,India-ITR-Feb-2023.pdf,-rw-r--r--,104 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,application/pdf,,,,,,,4,,,1.4,,,,,Skia/PDF m112 Google Docs Renderer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[FINAL] FEB 2023 ITR - Twitter India Transparency Report - Grievance Officer - India complaints,,,,,,,,
India-ITR-Jan-2023.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,12.70,,2024:04:16 13:54:16-04:00,2024:04:16 13:54:16-04:00,2024:04:16 13:54:16-04:00,India-ITR-Jan-2023.pdf,-rw-r--r--,102 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,application/pdf,,,,,,,4,,,1.4,,,,,Skia/PDF m111 Google Docs Renderer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[FINAL] JAN 2023 ITR - Twitter India Transparency Report - Grievance Officer - India complaints,,,,,,,,
India-ITR-June-2023.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,12.70,,2024:04:16 13:53:54-04:00,2024:04:16 13:53:54-04:00,2024:04:16 13:53:54-04:00,India-ITR-June-2023.pdf,-rw-r--r--,104 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,application/pdf,,,,,,,4,,,1.4,,,,,Skia/PDF m116 Google Docs Renderer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[FINAL] JUN 2023 ITR - Twitter India Transparency Report - Grievance Officer - India complaints,,,,,,,,
India-ITR-Mar-2023.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,12.70,,2024:04:16 13:53:57-04:00,2024:04:16 13:53:57-04:00,2024:04:16 13:53:57-04:00,India-ITR-Mar-2023.pdf,-rw-r--r--,104 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,application/pdf,,,,,,,4,,,1.4,,,,,Skia/PDF m113 Google Docs Renderer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[FINAL] MAR 2023 ITR - Twitter India Transparency Report - Grievance Officer - India complaints,,,,,,,,
India-ITR-Nov-2022.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,12.70,,2024:04:16 13:53:32-04:00,2024:04:16 13:53:32-04:00,2024:04:16 13:53:32-04:00,India-ITR-Nov-2022.pdf,-rw-r--r--,104 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,application/pdf,,,,,,,4,,,1.4,,,,,Skia/PDF m109 Google Docs Renderer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[FINAL] Nov 2022 ITR - Twitter India Transparency Report - Grievance Officer - India complaints,,,,,,,,
Insights_ContentPlanning_Part1_OneSheet_En_Us.pdf,29,RGB,Color,19.1.0,1,Inches,800,,,,,0 -792 612 0,,,,,11,2016:05:18 22:11:55.000Z,Adobe Illustrator(R) 17.0,,,Adobe Illustrator CC 2015 (Macintosh),19,,xmp.did:9c100e76-7e10-431c-af33-fafeabdc2a27,xmp.iid:9c100e76-7e10-431c-af33-fafeabdc2a27,uuid:5D20892493BFDB11914A8590D31508C8,proof:pdf,,,,,,.,xmp.did:e375526e-b048-4726-9325-754c3c567082,,12.70,2016:07:28 22:43:35.612Z,2024:04:16 13:52:10-04:00,2024:04:16 13:52:12-04:00,2024:04:16 13:52:12-04:00,Insights_ContentPlanning_Part1_OneSheet_En_Us.pdf,-rw-r--r--,37 MB,PDF,pdf,"false, false","Book, Bold","Gotham, Gotham","Gotham-Book.otf, Gotham-Bold.otf","Gotham-Book, Gotham-Bold","Open Type, Open Type","Version 1.200, Version 1.200","Drew Herron, ",application/pdf,,,False,True,,"saved, saved","/, /","xmp.iid:9c100e76-7e10-431c-af33-fafeabdc2a27, xmp.iid:e375526e-b048-4726-9325-754c3c567082",,"Adobe Illustrator CC 2015 (Macintosh), Adobe Illustrator CC 2015 (Macintosh)","2016:05:18 15:11:42.000-07:00, 2016:05:18 15:11:52.000-07:00",,,,5E59FA74D5955F7B5314AEFDF0713DF7,/Users/dherron/Documents/Assets/Stock/tw+gbm+royalty+free+photo+stock+06APR2015+Getty+lifestyle522739635.jpg,xmp.iid:ce89ceb5-e4ef-4959-a868-6edf35cca175,uuid:3cdaa898-53d8-a742-b2cc-68340456067e,,Yes,,,EmbedByReference,5E59FA74D5955F7B5314AEFDF0713DF7,/Users/dherron/Documents/Assets/Stock/tw+gbm+royalty+free+photo+stock+06APR2015+Getty+lifestyle522739635.jpg,xmp.iid:ce89ceb5-e4ef-4959-a868-6edf35cca175,11.000000,Inches,8.500000,,,,,,,,,2016:05:18 15:11:56.000-07:00,,application/pdf,2016:05:18 22:33:04.496Z,2016:05:18 22:11:56.000Z,,1,1,uuid:5D20892493BFDB11914A8590D31508C8,1,,,1.5,,,"Cyan, Magenta, Yellow, Black",,Adobe PDF library 15.00,,,,,,,,,,,,,,,,,proof:pdf,7f260a22c9845f9075d05837f651461fabba9f09,37468489,,,,,,,,,,Print,,,"255, 32, 36, 0, 81, 239, 146, 140, 45, 54, 41, 30, 64, 50, 35, 63, 74, 68, 56, 115, 157, 225, 188, 144, 98, 145, 143, 99, 92, 123, 155, 121, 88, 66, 108, 80, 60, 41, 19, 21, 32, 66, 91, 113, 133, 152, 172, 192, 212, 232, 242, 36, 34, 23, 75, 154, 152",,"255, 31, 28, 242, 166, 174, 49, 0, 30, 65, 90, 148, 176, 237, 223, 198, 181, 148, 104, 182, 167, 170, 117, 57, 34, 45, 39, 31, 28, 42, 181, 133, 102, 74, 154, 124, 94, 76, 57, 36, 31, 64, 89, 110, 130, 149, 169, 190, 211, 231, 242, 28, 101, 222, 161, 64, 63",,"RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB, RGB","255, 35, 237, 255, 0, 0, 46, 236, 190, 239, 241, 247, 251, 249, 215, 141, 57, 0, 0, 43, 0, 39, 28, 43, 38, 102, 146, 158, 218, 238, 194, 155, 114, 89, 196, 169, 139, 117, 96, 60, 35, 65, 88, 109, 128, 147, 167, 188, 209, 230, 241, 237, 242, 255, 0, 33, 127","White, Black, CMYK Red, CMYK Yellow, CMYK Green, CMYK Cyan, CMYK Blue, CMYK Magenta, C=15 M=100 Y=90 K=10, C=0 M=90 Y=85 K=0, C=0 M=80 Y=95 K=0, C=0 M=50 Y=100 K=0, C=0 M=35 Y=85 K=0, C=5 M=0 Y=90 K=0, C=20 M=0 Y=100 K=0, C=50 M=0 Y=100 K=0, C=75 M=0 Y=100 K=0, C=85 M=10 Y=100 K=10, C=90 M=30 Y=95 K=30, C=75 M=0 Y=75 K=0, C=80 M=10 Y=45 K=0, C=70 M=15 Y=0 K=0, C=85 M=50 Y=0 K=0, C=100 M=95 Y=5 K=0, C=100 M=100 Y=25 K=25, C=75 M=100 Y=0 K=0, C=50 M=100 Y=0 K=0, C=35 M=100 Y=35 K=10, C=10 M=100 Y=50 K=0, C=0 M=95 Y=20 K=0, C=25 M=25 Y=40 K=0, C=40 M=45 Y=50 K=5, C=50 M=50 Y=60 K=25, C=55 M=60 Y=65 K=40, C=25 M=40 Y=65 K=0, C=30 M=50 Y=75 K=10, C=35 M=60 Y=80 K=25, C=40 M=65 Y=90 K=35, C=40 M=70 Y=100 K=50, C=50 M=70 Y=80 K=70, C=0 M=0 Y=0 K=100, C=0 M=0 Y=0 K=90, C=0 M=0 Y=0 K=80, C=0 M=0 Y=0 K=70, C=0 M=0 Y=0 K=60, C=0 M=0 Y=0 K=50, C=0 M=0 Y=0 K=40, C=0 M=0 Y=0 K=30, C=0 M=0 Y=0 K=20, C=0 M=0 Y=0 K=10, C=0 M=0 Y=0 K=5, C=0 M=100 Y=100 K=0, C=0 M=75 Y=100 K=0, C=0 M=10 Y=95 K=0, C=85 M=10 Y=100 K=0, C=100 M=90 Y=0 K=0, C=60 M=90 Y=0 K=0",,"PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS, PROCESS",,"Default Swatch Group, Grays, Brights","0, 1, 1",,,JPEG,256,"(Binary data 19111 bytes, use -b option to extract)",200,MTC_onesheet1,,,,,,,,"Adobe XMP Core 5.6-c148 79.164050, 2019/10/01-18:03:16        "
InsightTVConversation_JA_Infographic.pdf,,,,,,,,,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,"Not Embedded, Independent","RGB ",0.9642 1 0.82491,,2016:07:26 02:32:14Z,Keynote,,,,,,,,,,"Reflective, Glossy, Positive, Color",Hewlett-Packard,IEC http://www.iec.ch,sRGB,IEC 61966-2.1 Default RGB colour space - sRGB,.,,,12.70,,2024:04:16 13:52:15-04:00,2024:04:16 13:52:15-04:00,2024:04:16 13:52:15-04:00,InsightTVConversation_JA_Infographic.pdf,-rw-r--r--,661 kB,PDF,pdf,,,,,,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,No,,76.03647 80 87.12462,,,,,,,,0 0 0,0.999%,Unknown,D65,CIE 1931,0 0 0,0.95045 1 1.08905,,,,application/pdf,,2016:07:26 02:32:14Z,,,,,1,,,1.4,,,,Microsoft Corporation,Mac OS X 10.10.5 Quartz PDFContext,Display Device Profile,Linotronic,"XYZ ",Copyright (c) 1998 Hewlett-Packard Company,Hewlett-Packard,1998:02:09 06:49:00,sRGB IEC61966-2.1,acsp,0,2.1.0,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",,,Perceptual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cathode Ray Tube Display,,,,,Twitterでテレビが話題になる８つの理由.key,,Reference Viewing Condition in IEC61966-2.1,19.6445 20.3718 16.8089,D50,3.92889 4.07439 3.36179,,,
July_2018_Calendar.pdf,,,,,,,,,,,,,,,,,,2018:03:06 18:09:54.000Z,Adobe Illustrator CC 22.0 (Macintosh),,,Adobe Illustrator CC 22.0 (Macintosh),21.0.2,,xmp.did:d06b2bcc-e144-41cb-9674-fe2bbe296d00,uuid:b3f73664-612d-fb40-87d0-376b0a902c24,xmp.did:195c31af-c5c2-4839-85dd-558b42fac363,proof:pdf,,,,,,.,xmp.did:3cb3a048-2ed9-46d2-aafb-73a9626540dd,,12.70,2018:12:04 00:10:52.397Z,2024:04:16 13:52:26-04:00,2024:04:16 13:52:26-04:00,2024:04:16 13:52:26-04:00,July_2018_Calendar.pdf,-rw-r--r--,45 kB,PDF,pdf,"false, false","55 Roman, 75 Bold","Helvetica Neue LT Pro, Helvetica Neue LT Pro","HelveticaNeueLTPro-55Roman.otf, HelveticaNeueLTPro-75Bold.otf","HelveticaNeueLTPro-Roman, HelveticaNeueLTPro-Bd","Open Type, Open Type","Version 1.000;PS 001.000;Core 1.0.38, Version 1.000;PS 001.000;Core 1.0.38",,application/pdf,,,False,False,,"converted, saved, saved","/, /, /","xmp.iid:bf81580e-1467-4fb8-9d52-c31617cf4a90, xmp.iid:3cb3a048-2ed9-46d2-aafb-73a9626540dd",from application/x-indesign to application/pdf,"Adobe InDesign CC 13.0 (Macintosh), Adobe Illustrator CC 2017 (Macintosh), Adobe Illustrator CC 22.0 (Macintosh)","2018:01:11 12:27:28.000-08:00, 2018:01:11 14:55:53.000-08:00, 2018:03:06 10:09:49.000-08:00",,,,,,,uuid:7c5ce2fc-0b3d-874d-9cf6-7ad195bf7a1a,,Yes,,,,,,,966.190476,Pixels,792.000000,,,,,,,,,2018:03:06 10:09:54.000-08:00,,application/pdf,2018:12:04 00:10:51.333Z,2018:03:06 18:09:54.000Z,,1,1,xmp.did:195c31af-c5c2-4839-85dd-558b42fac363,1,,,1.4,13.419305555555557,11.0,"Cyan, Magenta, Yellow, Black",,Adobe PDF library 15.00,,,,,,,,,,,,,,,,,proof:pdf,6e479b954805f82a48dff455c2659b4d4f24da6e,44742,,,,,,,,,,,,"0.000000, 0.000000, 0.000000, 0.000000, 0.000000",,"35.822079, 53.844506, 90.865946, 72.433048, 87.756157",,"45.261309, 64.803535, 7.919432, 0.000000, 61.989772","CMYK, CMYK, CMYK, CMYK, CMYK",,"Twitter Light Purple, Twitter Dark Purple, Twitter Dark Blue, Twitter Dark Green, Twitter Extra Dark Blue","100.000000, 100.000000, 100.000000, 100.000000, 100.000000","PROCESS, PROCESS, PROCESS, PROCESS, PROCESS","0.000000, 0.000000, 0.000000, 76.476687, 0.000000",Default Swatch Group,0,,,JPEG,256,"(Binary data 11857 bytes, use -b option to extract)",208,July_2018_Calendar,Unknown (false),,,,,,,"Adobe XMP Core 5.6-c148 79.164050, 2019/10/01-18:03:16        "
June_2018_Calendar.pdf,,,,,,,,,,,,,,,,,,2018:03:06 18:08:59.000Z,Adobe Illustrator CC 22.0 (Macintosh),,,Adobe Illustrator CC 22.0 (Macintosh),21.0.2,,xmp.did:0d90cb21-5d08-43bb-80d9-16675dc32b40,uuid:df860ea8-a0c1-c047-a9dd-09a25cb1102b,xmp.did:195c31af-c5c2-4839-85dd-558b42fac363,proof:pdf,,,,,,.,xmp.did:e8465a2a-9395-4086-b6e7-a241da89aaf9,,12.70,2018:12:04 00:10:51.338Z,2024:04:16 13:52:27-04:00,2024:04:16 13:52:27-04:00,2024:04:16 13:52:27-04:00,June_2018_Calendar.pdf,-rw-r--r--,48 kB,PDF,pdf,"false, false","55 Roman, 75 Bold","Helvetica Neue LT Pro, Helvetica Neue LT Pro","HelveticaNeueLTPro-55Roman.otf, HelveticaNeueLTPro-75Bold.otf","HelveticaNeueLTPro-Roman, HelveticaNeueLTPro-Bd","Open Type, Open Type","Version 1.000;PS 001.000;Core 1.0.38, Version 1.000;PS 001.000;Core 1.0.38",,application/pdf,,,False,False,,"converted, saved, saved","/, /, /","xmp.iid:bf81580e-1467-4fb8-9d52-c31617cf4a90, xmp.iid:e8465a2a-9395-4086-b6e7-a241da89aaf9",from application/x-indesign to application/pdf,"Adobe InDesign CC 13.0 (Macintosh), Adobe Illustrator CC 2017 (Macintosh), Adobe Illustrator CC 22.0 (Macintosh)","2018:01:11 12:27:28.000-08:00, 2018:01:11 14:55:53.000-08:00, 2018:03:06 10:08:54.000-08:00",,,,,,,uuid:0fc2044c-0dc3-ab4b-8620-69ce05c62f6e,,Yes,,,,,,,966.190476,Pixels,792.000000,,,,,,,,,2018:03:06 10:08:59.000-08:00,,application/pdf,2018:12:04 00:10:50.971Z,2018:03:06 18:08:59.000Z,,1,1,xmp.did:195c31af-c5c2-4839-85dd-558b42fac363,1,,,1.4,13.419305555555557,11.0,"Cyan, Magenta, Yellow, Black",,Adobe PDF library 15.00,,,,,,,,,,,,,,,,,proof:pdf,6b41fbc52078ef84a15c84f4edd526b159737022,47044,,,,,,,,,,,,"0.000000, 0.000000, 0.000000, 0.000000, 0.000000",,"35.822079, 53.844506, 90.865946, 72.433048, 87.756157",,"45.261309, 64.803535, 7.919432, 0.000000, 61.989772","CMYK, CMYK, CMYK, CMYK, CMYK",,"Twitter Light Purple, Twitter Dark Purple, Twitter Dark Blue, Twitter Dark Green, Twitter Extra Dark Blue","100.000000, 100.000000, 100.000000, 100.000000, 100.000000","PROCESS, PROCESS, PROCESS, PROCESS, PROCESS","0.000000, 0.000000, 0.000000, 76.476687, 0.000000",Default Swatch Group,0,,,JPEG,256,"(Binary data 12704 bytes, use -b option to extract)",208,June_2018_Calendar,Unknown (false),,,,,,,"Adobe XMP Core 5.6-c148 79.164050, 2019/10/01-18:03:16        "
Kalender_2020.pdf,,,,,,,,,,,,,,,,,,2019:11:22 14:42-08:00,Adobe InDesign CC 14.0 (Macintosh),,,Adobe InDesign CC 14.0 (Macintosh),,,xmp.did:153186be-1b20-40b8-91a3-175f46cb421d,xmp.iid:404d22ad-8db3-4851-9bcd-e21fea571ecd,xmp.did:987dcd00-ff71-4acb-a3c8-40eb82dd524f,default,,,,,,.,xmp.id:f54ac58a-aed8-43a5-9b8f-47e93bf012ea,,12.70,,2024:04:16 13:52:23-04:00,2024:04:16 13:52:24-04:00,2024:04:16 13:52:24-04:00,Kalender_2020.pdf,-rw-r--r--,4.0 MB,PDF,pdf,,,,,,,,,application/pdf,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign CC 14.0 (Macintosh),2019:11:22 14:42-08:00,,,,,,,uuid:adba77f4-7b9c-f444-ab56-40ff45902b9f,en-US,Yes,,,,,,,,,,,,,,,,,,2019:11:22 14:42:05-08:00,,application/pdf,,2019:11:22 14:42:05-08:00,,,,xmp.did:987dcd00-ff71-4acb-a3c8-40eb82dd524f,14,,,1.4,,,,,Adobe PDF Library 15.0,,,,,,,,,,,,,,,,,proof:pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,False,,,,,,,"Adobe XMP Core 5.6-c145 79.163499, 2018/08/13-16:40:22        "
links.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,12.70,,2024:04:16 13:51:44-04:00,2024:04:16 13:51:22-04:00,2024:04:16 13:51:22-04:00,links.txt,-rw-r--r--,37 kB,TXT,txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,,,,,,,,,,,,,,,,,,us-ascii,text/plain,,,Unix LF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,
